Agency,Local Code,County,Township,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Unique Location Id,State Property Damage?,Traffic Control
BLOOMINGTON PD,B19-17108,MONROE,BLOOMINGTON,BLOOMINGTON,4/28/19,3:27 AM,1,0,1,0,0,,N LINCOLN,ST,,,,N LINCOLN,E 7TH,,,,Y,,,,39.16864,-86.530992,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,UNDER $1001,RIGHT ANGLE,E7THSTNLINCOLNST,1,STOP SIGN
BLOOMINGTON PD,B1933266,MONROE,BLOOMINGTON,BLOOMINGTON,8/11/19,2:10 PM,1,0,1,0,0,2894,COLLEGE MALL,RD,,,,S COLLEGE MALL,,,,,Y,,,,39.16336,-86.49810498,OTHER,,Y,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SCOLLEGEMALLRD,1,NONE
BLOOMINGTON PD,B2006295,MONROE,PERRY,BLOOMINGTON,2/12/20,12:38 PM,1,0,1,0,0,645,S ROGERS,ST,,,,S ROGERS,,,,,Y,,,,39.16061486,-86.538592,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,BACKING CRASH,SROGERSST,1,NONE
INDIANA UNIV BLOOMINGTON PD,200590,MONROE,BLOOMINGTON,BLOOMINGTON,2/27/20,9:05 AM,1,0,1,0,0,,TENTH,ST,,,,TENTH,JORDAN,,,,Y,,,,39.17159,-86.51567,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,JORDANAVETENTHST,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B2010248,MONROE,BLOOMINGTON,BLOOMINGTON,3/7/20,6:09 PM,1,0,1,0,0,500,S LIBERTY,DR,,,,S LIBERTY,,,,,Y,,,,39.189248,-86.531472,OTHER,,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,SLIBERTYDR,1,NONE
BLOOMINGTON PD,B2026478,MONROE,BLOOMINGTON,BLOOMINGTON,7/23/20,11:24 AM,1,0,1,0,0,280,N GATES,DR,,,,N GATES,,,,,Y,,,,39.168558,-86.575181,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,NGATESDR,1,NONE
BLOOMINGTON PD,B20-31908,MONROE,BLOOMINGTON,BLOOMINGTON,9/4/20,4:33 PM,1,0,1,0,0,,N WASHINGTON,ST,,,,N WASHINGTON,E 8TH,,,,Y,,100,S,39.169552,-86.5324,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,E8THSTNWASHINGTONST,1,NONE
BLOOMINGTON PD,B2037200,MONROE,BLOOMINGTON,BLOOMINGTON,10/13/20,10:39 AM,1,0,1,0,0,410,S WOODSCREST,DR,,,,S WOODSCREST,,,,,Y,,,,39.162628,-86.503092,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,SWOODSCRESTDR,1,NONE
BLOOMINGTON PD,B2040285,MONROE,BLOOMINGTON,BLOOMINGTON,11/6/20,5:47 PM,1,0,1,0,0,,COLLEGE,AVE,,,,COLLEGE,6TH,,,,Y,,,,39.167648,-86.534784,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT/RIGHT TURN,6THSTCOLLEGEAVE,1,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,212290,MONROE,BLOOMINGTON,BLOOMINGTON,8/31/21,10:10 PM,1,0,1,0,0,,EAST 17TH,ST,,,,EAST 17TH,JORDAN,,,,Y,,427,E,39.178838,-86.51095294,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,WET,,T-INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,COLLISION WITH OBJECT IN ROAD,EAST17THSTJORDANAVE,1,LANE CONTROL
BLOOMINGTON PD,B23-18027,MONROE,PERRY,BLOOMINGTON,4/9/23,9:50 PM,1,,1,0,0,,W 2ND ST,,,,,W 2ND ST,S MORTON AVE,,,,Y,,0,,39.16134809,-86.53618281,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,TRAIL CROSSINGS,,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,RIGHT ANGLE,W2NDSTSMORTONAVE,1,
BLOOMINGTON PD,B2140073,MONROE,BLOOMINGTON,BLOOMINGTON,11/5/21,4:10 PM,1,0,1,0,0,,N COLLEGE,AVE,,,,N COLLEGE,W 6TH,,,,Y,,,,39.167648,-86.534784,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,NCOLLEGEAVEW6THST,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B2143535,MONROE,BLOOMINGTON,BLOOMINGTON,12/3/21,6:02 AM,1,,1,0,0,2510,E 3RD,ST,,,,E 3RD ST,,,,,Y,,0,,39.164272,-86.50232131,OTHER,,N,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,E3RDST,1,
INDIANA UNIV BLOOMINGTON PD,220099,MONROE,BLOOMINGTON,BLOOMINGTON,1/13/22,11:08 AM,1,0,0,0,0,701,EAST 17TH,ST,,,,EAST 17TH,,,,,Y,,,,39.1809087,-86.5255927,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,EAST17THST,1,OTHER
BLOOMINGTON PD,B22-17806,MONROE,PERRY,BLOOMINGTON,5/15/22,6:15 AM,1,,1,0,0,,W GATEWOOD DR,,,,,W GATEWOOD DR,W WOODHILL DR,,,,Y,,0,,39.15725803,-86.55000634,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO MAINTAIN LANE,UNDER $1001,RAN OFF ROAD,WWOODHILLDRWGATEWOODDR,1,
BLOOMINGTON PD,B22-12952,MONROE,BLOOMINGTON,BLOOMINGTON,4/13/22,9:30 PM,1,,1,0,0,,N KINSER PIKE,,,,,N KINSER PIKE,STATE RD 46,,,,Y,,0,,39.18654927,-86.53772267,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,STATERD46NKINSERPIKE,1,
BLOOMINGTON PD,B22-39160,MONROE,PERRY,BLOOMINGTON,9/26/22,7:05 PM,1,,1,0,0,1004,W COUNTRY CLUB DR,,,,,W COUNTRY CLUB DR,,,,,Y,,0,,39.1366803,-86.54561759,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,UNDER $1001,BACKING CRASH,WCOUNTRYCLUBDR,1,
BLOOMINGTON PD,B22-31509,MONROE,BLOOMINGTON,BLOOMINGTON,8/14/22,7:06 AM,1,,1,0,0,,S WESTPLEX AVE,,,,,S WESTPLEX AVE,W 3RD ST,,,,Y,,0,,39.16590543,-86.55433063,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,W3RDSTSWESTPLEXAVE,1,
BLOOMINGTON PD,B22-36393,MONROE,BLOOMINGTON,BLOOMINGTON,9/10/22,1:15 AM,1,,1,0,0,,N LINCOLN ST,,,,,N LINCOLN ST,E VARSITY LN,,,,N,,0,,39.18285813,-86.53122193,PRIVATE DRIVE,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,COLLISION WITH OBJECT IN ROAD,NLINCOLNSTEVARSITYLN,1,
BLOOMINGTON PD,B22-30412,MONROE,BLOOMINGTON,BLOOMINGTON,8/6/22,5:30 PM,1,,1,0,0,,W 17TH ST,,,,,W 17TH ST,N WILLIS DR,,,,Y,,0,,39.17902375,-86.54408539,COUNTY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,W17THSTNWILLISDR,1,
MONROE SD,M22A27573,MONROE,PERRY,BLOOMINGTON,11/9/22,5:54 PM,1,,1,0,0,,S EAGLEVIEW DR,,,,,S EAGLEVIEW DR,W THAT RD,,,,N,,0,,39.11468358,-86.54627985,,,,,RURAL,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,PEDESTRIAN ACTION,$2501 TO $5000,COLLISION WITH OBJECT IN ROAD,WTHATRDSEAGLEVIEWDR,1,
BLOOMINGTON PD,B22-30937,MONROE,BLOOMINGTON,BLOOMINGTON,8/10/22,12:50 PM,1,,1,0,0,,W KIRKWOOD AVE,,,,,W KIRKWOOD AVE,S COLLEGE AVE,,,,Y,,0,,39.16658059,-86.5349502,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,IMPROPER TURNING,UNDER $1001,RIGHT ANGLE,WKIRKWOODAVESCOLLEGEAVE,1,
INDIANA UNIV BLOOMINGTON PD,231684,MONROE,BLOOMINGTON,BLOOMINGTON,4/23/23,5:35 AM,1,,1,0,0,,STATE RD 45,,,,,STATE RD 45,DISCOVERY PARKWAY,,,,Y,,0,,39.17519226,-86.50427103,STATE ROAD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,T-INTERSECTION,,ASPHALT,PEDESTRIAN ACTION,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,STATERD45DISCOVERYPARKWAY,1,
BLOOMINGTON PD,B23-03698,MONROE,PERRY,BLOOMINGTON,1/22/23,7:28 PM,1,,1,0,0,,S COLLEGE MALL RD,,,,,S COLLEGE MALL RD,E 3RD ST,,,,Y,,0,,39.16298353,-86.49812688,,,,,RURAL,N,N,N,,DARK (LIGHTED),CLEAR,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,SCOLLEGEMALLRDE3RDST,1,
ELLETTSVILLE PD,E1700844,MONROE,RICHLAND,ELLETTSVILLE,2/24/17,8:44 PM,1,0,1,0,0,,,,SR46W,,,SR46W,HARTSTRAIGHT ROAD,,,,Y,,,,39.21759033,-86.61190795,STATE ROAD,Y,N,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,HARTSTRAIGHTROADRDSR46W,1,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,131050,MONROE,BLOOMINGTON,BLOOMINGTON,4/9/13,11:35 PM,1,0,1,0,0,,7TH,ST,,,,7TH ST,SUNRISE,,,,Y,OTHER,,,39.16853026,-86.51242017,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,LEFT OF CENTER,$1001 TO $2500,LEFT TURN,7THSTSUNRISEDR,1,LANE CONTROL
INDIANA UNIV BLOOMINGTON PD,131456,MONROE,BLOOMINGTON,BLOOMINGTON,5/9/13,5:08 PM,1,0,1,0,0,,10TH,ST,,,,10TH ST,UNION,,,,Y,OTHER,75,E,39.17154975,-86.50945678,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,NONE,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,HEAD ON BETWEEN TWO MOTOR VEHICLES,10THSTUNIONST,1,LANE CONTROL
INDIANA UNIV BLOOMINGTON PD,131642,MONROE,BLOOMINGTON,BLOOMINGTON,6/13/13,3:55 PM,2,0,0,0,0,,LAW,LN,,,,LAW LN,JORDAN,,,,Y,OTHER,200,E,39.17340986,-86.51545697,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,$1001 TO $2500,REAR END,JORDANAVELAWLN,0,NONE
INDIANA UNIV BLOOMINGTON PD,132639,MONROE,BLOOMINGTON,BLOOMINGTON,10/2/13,2:13 PM,1,0,1,0,0,,JORDAN,AVE,,,,JORDAN AVE,7TH,,,,Y,OTHER,,,39.168944,-86.516016,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,7THSTJORDANAVE,1,STOP SIGN
BLOOMINGTON PD,100513204,MONROE,BLOOMINGTON,BLOOMINGTON,10/5/13,3:00 PM,1,0,1,0,0,350,S CURRY,PIKE,,,,S CURRY PIKE,,,,,Y,PRIVATE,,,39.16371971,-86.58282481,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WATER (STANDING OR MOVING),NONE,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,SCURRYPIKE,1,NONE
BLOOMINGTON PD,100913217,MONROE,BLOOMINGTON,BLOOMINGTON,10/9/13,5:38 PM,2,0,1,0,0,,3RD,ST,,,,3RD ST,SWAIN,,,,Y,OTHER,,,39.16425012,-86.51525996,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,$2501 TO $5000,SAME DIRECTION SIDESWIPE,3RDSTSWAINAVE,1,LANE CONTROL
INDIANA UNIV BLOOMINGTON PD,133435,MONROE,BLOOMINGTON,BLOOMINGTON,12/4/13,7:17 PM,1,0,1,0,0,,7TH,ST,,,,7TH ST,DUNN,,,,Y,OTHER,,,39.16851014,-86.5282499,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,WET,NONE,T-INTERSECTION,STRAIGHT/LEVEL,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,7THSTDUNNST,1,STOP SIGN
BLOOMINGTON PD,120813209,MONROE,BLOOMINGTON,BLOOMINGTON,12/8/13,10:42 PM,1,0,1,0,0,,W GOURLEY,PIKE,,,,W GOURLEY PIKE,N MONROE,,,,Y,OTHER,100,E,39.18641798,-86.54671631,LOCAL/CITY ROAD,,Y,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,SNOW/SLUSH,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,NMONROESTWGOURLEYPIKE,1,NONE
BLOOMINGTON PD,123113247,MONROE,BLOOMINGTON,BLOOMINGTON,12/31/13,10:33 PM,1,0,1,0,0,,N WALNUT,ST,,,,N WALNUT ST,8TH,,,,Y,OTHER,,,39.169552,-86.533552,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,8THSTNWALNUTST,1,LANE CONTROL
BLOOMINGTON PD,40514109,MONROE,BLOOMINGTON,BLOOMINGTON,4/5/14,11:30 AM,1,0,0,0,0,3901,N KINSER,PIKE,,,,N KINSER PIKE,,,,,Y,PRIVATE,,,39.20304,-86.547392,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,NKINSERPIKE,1,NONE
BLOOMINGTON PD,B1542085,MONROE,BLOOMINGTON,BLOOMINGTON,10/2/15,10:40 PM,1,0,1,0,0,,LINCOLN,ST,,,,LINCOLN,6TH,,,,,,,,39.16768,-86.530992,,,N,Y,,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,COLLISION WITH OBJECT IN ROAD,6THSTLINCOLNST,1,STOP SIGN
MONROE SD,M15A21494,MONROE,VAN BUREN,BLOOMINGTON,10/13/15,5:39 PM,1,0,2,0,0,,LEONARD SPRINGS,RD,,,,LEONARD SPRINGS,W ST RD 45,,,,N,,100,S,39.13138191,-86.58259011,LOCAL/CITY ROAD,,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,COLLISION WITH OBJECT IN ROAD,LEONARDSPRINGSRDWSTRD45HWY,2,NONE
BLOOMINGTON PD,B1551306,MONROE,PERRY,BLOOMINGTON,12/3/15,6:06 AM,1,0,2,0,0,2894,E 3RD,ST,,,,E 3RD,,,,,Y,,,,39.16423861,-86.49522852,OTHER,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,E3RDST,2,NONE
BLOOMINGTON PD,B1603269,MONROE,BLOOMINGTON,BLOOMINGTON,1/25/16,7:30 PM,1,0,0,0,0,,E SMITH,AVE,,,,E SMITH,S HENDERSON,,,,Y,,,,39.16280977,-86.52725011,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,ESMITHAVESHENDERSONST,1,STOP SIGN
INDIANA UNIV BLOOMINGTON PD,160560,MONROE,BLOOMINGTON,BLOOMINGTON,2/27/16,6:38 PM,1,0,1,0,0,,DUNN,ST,,,,DUNN,KIRKWOOD,,,,Y,,,,39.16664,-86.528192,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,LEFT TURN,DUNNSTKIRKWOODAVE,1,STOP SIGN
INDIANA UNIV BLOOMINGTON PD,160688,MONROE,BLOOMINGTON,BLOOMINGTON,3/11/16,9:55 AM,1,0,1,0,0,1800,N JORDAN,AVE,,,,N JORDAN,,,,,Y,,,,39.18388136,-86.51561831,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,NJORDANAVE,1,STOP SIGN
INDIANA UNIV BLOOMINGTON PD,161265,MONROE,BLOOMINGTON,BLOOMINGTON,5/6/16,2:57 PM,2,0,1,0,0,501,NORTH JORDAN,AVE,,,,NORTH JORDAN,,,,,Y,,,,39.16971311,-86.51621751,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,UNSAFE BACKING,$5001 TO $10000,BACKING CRASH,NORTHJORDANAVE,0,NONE
MONROE SD,M16A10209,MONROE,INDIAN CREEK,BLOOMINGTON,5/14/16,6:18 PM,1,0,1,0,0,,,,I107S,,,I107S,BURCH,,,,N,OTHER,200,S,39.06831203,-86.66639709,INTERSTATE,,N,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,DRIVABLE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,BURCHRDI107S,1,NONE
BLOOMINGTON PD,B1635300,MONROE,BLOOMINGTON,BLOOMINGTON,9/4/16,3:15 PM,1,0,1,0,0,,KINSER,PIKE,,,,KINSER,,,,,Y,,,,39.186544,-86.537888,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,KINSERPIKESR4546W,1,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,162111,MONROE,BLOOMINGTON,BLOOMINGTON,9/11/16,10:21 AM,1,0,1,0,0,,EIGHTH,ST,,,,EIGHTH,DUNN,,,,Y,,,,38.169712,-86.984184,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,WRONG WAY ON ONE WAY,$1001 TO $2500,COLLISION WITH OBJECT IN ROAD,DUNNSTEIGHTHST,1,NONE
INDIANA UNIV BLOOMINGTON PD,162325,MONROE,BLOOMINGTON,BLOOMINGTON,9/28/16,8:02 PM,1,0,1,0,0,,WOODLAWN,AVE,,,,WOODLAWN,ATWATER,,,,Y,,,,39.16312024,-86.52261994,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,$2501 TO $5000,LEFT TURN,ATWATERAVEWOODLAWNAVE,1,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,170085,MONROE,BLOOMINGTON,BLOOMINGTON,1/13/17,10:58 PM,1,0,2,0,0,,SR 45,BYP,,,,SR 45,10TH,,,,Y,,,,39.17680018,-86.47848017,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,10THSTSR45BYP,2,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1705264,MONROE,BLOOMINGTON,BLOOMINGTON,2/12/17,4:01 PM,1,0,1,0,0,1122,W 11TH,ST,,,,W 11TH,,,,,Y,,,,39.173344,-86.54734825,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,REAR END,W11THST,1,NONE
INDIANA UNIV BLOOMINGTON PD,170760,MONROE,BLOOMINGTON,BLOOMINGTON,3/27/17,8:50 PM,1,0,0,0,0,,10TH,ST,,,,10TH,JORDAN,,,,Y,,,,39.171552,-86.515728,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,10THSTJORDANAVE,1,TRAFFIC CONTROL SIGNAL
MONROE SD,M17A7872,MONROE,PERRY,BLOOMINGTON,4/10/17,7:00 AM,1,0,1,0,0,,S OLD STATE ROAD 37,HWY,,,,S OLD STATE ROAD 37,W CHUCH LN,,,,N,OTHER,360,N,39.14527226,-86.53149,LOCAL/CITY ROAD,,N,Y,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,UNDER $1001,RAN OFF ROAD,SOLDSTATEROAD37HWYWCHUCHLNHWY,1,NONE
BLOOMINGTON PD,B1714364,MONROE,BLOOMINGTON,BLOOMINGTON,4/17/17,5:13 PM,1,0,1,0,0,,W 3RD,ST,,,,W 3RD,S JACKSON,,,,Y,,,,39.164752,-86.53984,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,IMPROPER PASSING,$5001 TO $10000,SAME DIRECTION SIDESWIPE,SJACKSONSTW3RDST,1,NONE
