Agency,Local Code,County,Township,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Unique Location Id,State Property Damage?,Traffic Control,DateTime,Address Number,Cyclist Involved,Pedestrian Involved
BLOOMINGTON PD,B22-37495,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,256,N JACOB DR,,,,,N JACOB DR,,,,,Y,,0.0,,39.22001906809283,-86.60372507497756,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$1001 TO $2500,BACKING CRASH,NJACOBDR,0,,2022-09-16 15:34:00,,,
BLOOMINGTON PD,B22-28697,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1,0,0,,E COTTAGE GROVE AVE,,,,,E COTTAGE GROVE AVE,N INDIANA AVE,,,,Y,,0.0,,39.16806105003615,-86.57326166608199,,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,IMPROPER TURNING,$10001 TO $25000,RAN OFF RD,NINDIANAAVEECOTTAGEGROVEAVE,0,,2022-07-27 00:40:00,,,
BLOOMINGTON PD,B22-05733,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,2624,E 3RD,,,,,E 3RD,,,,,Y,,0.0,,39.17251339794557,-86.52699622103911,,,,,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,VIEW OBSTRUCTED,$2501 TO $5000,RIGHT ANGLE,E 3RD,0,,2022-02-20 05:45:00,,,
MONROE SD,M22A20828,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,W ALLEN ST,,,,,W ALLEN ST,W ALLEN ST,,,,N,,0.0,,39.16336414,-86.50048918,PRIVATE DR,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER TURNING,$5001 TO $10000,HEAD ON BETWEEN TWO MOTOR VEHICLES,WALLENSTWALLENST,0,,2022-08-25 11:52:00,,,
BLOOMINGTON PD,B22-42319,MONROE,VAN BUREN,BLOOMINGTON,2,,0,0,0,,W 3RD ST,,,,,W 3RD ST,I-69 RAMP 118,,,,Y,,0.0,,39.1556,-86.53367,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,LEFT TURN,W.3RDSTI-69RAMP118,0,,2022-10-13 11:07:00,,,
MONROE SD,M22A16980,MONROE,INDIAN CREEK,,2,,0,0,0,,S ROCKPORT RD,,,,,S ROCKPORT RD,S HARMONY RD,,,,N,,0.0,,39.16453,-86.57327,,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,RIGHT ANGLE,SROCKPORTRDSHARMONYRD,0,,2022-07-15 11:35:00,,,
BLOOMINGTON PD,B22-42476,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,4500 E DECKARD DR,,,,,E DECKARD DR,STEPHENS DR,,,,Y,,1500.0,,39.05015,-86.60926,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$2501 TO $5000,BACKING CRASH,STEPHENSDR4500BLKEDECKARDDR,0,,2022-10-14 10:54:00,4500.0,,
BLOOMINGTON PD,B22-32081,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,E ROGERS ST,,,,,E ROGERS ST,S SARE RD,,,,Y,,0.0,,39.17628,-86.47679,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,TRAFFIC CIRCLE/ROUNDABOUT,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,SAME DIRECTION SIDESWIPE,SSARERDEROGERSRD,0,,2022-08-17 16:03:00,,,
BLOOMINGTON PD,B22-27194,MONROE,VAN BUREN,BLOOMINGTON,2,,1,0,0,,W 3RD ST,,,,,W 3RD ST,S CURRY PK,,,,Y,,0.0,,39.13574,-86.49667,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,REAR END,W 3RDSTSCURRYPK,0,,2022-07-16 09:33:00,,,
BLOOMINGTON PD,B22-05541,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,COUNTRY CLUB,,,,,COUNTRY CLUB,MADISON,,,,Y,,0.0,,39.16463,-86.58295,LOCAL/CITY RD,,,,RURAL,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,$5001 TO $10000,REAR END,MADISONCOUNTRYCLUB,0,,2022-02-19 12:30:00,,,
ISP BLOOMINGTON 33,2.022E+11,MONROE,RICHLAND,BLOOMINGTON,1,,0,0,0,,W ST RD 48,,,,,W ST RD 48,N OARD,,,,N,,0.0,,39.136,-86.53712,ST RD,,,,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,,ASPHALT,,$5001 TO $10000,,WST RD 48NOARDRD,0,,2022-01-27 13:20:00,,,
BLOOMINGTON PD,B22-34444,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,W 7TH ST,,,,,W 7TH ST,N MORTON ST,,,,Y,,0.0,,39.16481,-86.62014,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,IMPROPER TURNING,$2501 TO $5000,OPPOSITE DIRECTION SIDESWIPE,W7THSTNMORTONST,0,,2022-08-30 12:50:00,,,
ISP BLOOMINGTON 33,2.022E+11,MONROE,BLOOMINGTON,BLOOMINGTON,2,,1,0,0,,ST RD 45,,,,,ST RD 45,10TH ST,,,,Y,,150.0,,39.16855,-86.53611,ST RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,REAR END,ST RD 4510THST,0,,2022-09-09 08:45:00,,,
BLOOMINGTON PD,B22-07856,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,260,N JACOB DR,,,,,N JACOB DR,,,,,Y,,0.0,,39.176750561246955,-86.47851287562305,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,UNDER $1001,REAR TO REAR,NJACOBDR,0,,2022-03-09 14:57:00,,,
BLOOMINGTON PD,B22-41802,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,S ADAMS ST,,,,,S ADAMS ST,W ALLEN ST,,,,Y,,0.0,,39.16830675866191,-86.57334052879017,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,WALLENSTSADAMSST,0,,2022-10-10 13:45:00,,,
BLOOMINGTON PD,B22-39446,MONROE,BLOOMINGTON,BLOOMINGTON,2,,2,0,0,,S PETE LLIS DR,,,,,S PETE LLIS DR,LONGVIEW AVE,,,,Y,,0.0,,39.15585,-86.55054,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,UNDER $1001,REAR END,SPETEELLISDRLONGVIEWAVE,0,,2022-09-28 04:32:00,,,
INDIANA UNIV BLOOMINGTON PD,223810,MONROE,BLOOMINGTON,BLOOMINGTON,3,,0,0,0,,E 10TH ST,,,,,E 10TH ST,N CAMPBELL ST,,,,Y,,0.0,,39.16691,-86.49491,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE SPEED,$10001 TO $25000,REAR END,NCAMPBELLSTE 10THST,0,,2022-10-08 10:28:00,,,
MONROE SD,M22A16030,MONROE,RICHLAND,BLOOMINGTON,2,,0,0,0,3600,N MATTEWS DR,,,,,N MATTEWS DR,,,,,N,,0.0,,39.17156438908429,-86.51397691291452,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$1001 TO $2500,BACKING CRASH,NMATTEWSDR,0,,2022-07-05 10:13:00,,,
BLOOMINGTON PD,B22-01644,MONROE,RICHLAND,BLOOMINGTON,2,,0,0,0,,N WALNUT ST,ST,,,,N WALNUT ST,E GLENDORA DR,,,,Y,,0.0,,39.24455645,-86.61803705,LOCAL/CITY RD,,N,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,Y-INTERSECTION,,ASPHALT,UNSAFE LN MOVEMENT,$2501 TO $5000,RIGHT TURN,NWALNUTSTSTEGLENDORADRDR,0,,2022-01-15 11:30:00,,,
ELLETTSVILLE PD,E22-3610,MONROE,RICHLAND,ELLETTSVILLE,2,,1,0,0,,E TEMPERANCE ST,,,,,E TEMPERANCE ST,E TEMPERANCE ST,,,,Y,,0.0,,39.19023,-86.53324,COUNTY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,INTERCHANGE,,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,$25001 TO $50000,REAR END,ETEMPERANCESTETEMPERANCEST,0,,2022-09-15 18:35:00,,,
MONROE SD,M22A22507,MONROE,BLOOMINGTON,BLOOMINGTON,1,,0,0,0,,S CURRY PK,,,,,S CURRY PK,SIERRA DR,,,,N,,0.0,,39.22847,-86.61717,PRIVATE DR,,,,RURAL,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER LN USAGE,$2501 TO $5000,RIGHT ANGLE,SIERRADRSCURRYPK,0,,2022-09-13 07:29:00,,,
INDIANA UNIV BLOOMINGTON PD,221549,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,S DUNN ST,,,,,S DUNN ST,,,,,Y,,0.0,,39.15252315030087,-86.58258191409597,PRIVATE DR,,,,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,SDUNNST,0,,2022-04-22 17:00:00,,,
BLOOMINGTON PD,B22-17378,MONROE,PERRY,BLOOMINGTON,2,,1,0,0,,S WALNUT ST,,,,,S WALNUT ST,E MILLER DR,,,,Y,,0.0,,39.16599069,-86.52771696,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,CONCRETE,DISREGARD SIGNAL/REG SIGN,$5001 TO $10000,RIGHT ANGLE,SWALNUTSTEMILLERDR,0,,2022-05-12 01:30:00,,,
BLOOMINGTON PD,B22-08030,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,W KIRKWOOD AVE,,,,,W KIRKWOOD AVE,N WALDRON ST,,,,N,,0.0,,39.14689,-86.53265,LOCAL/CITY RD,,,,URBAN,Y,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,SAME DIRECTION SIDESWIPE,WKIRKWOODAVENWALDRONST,0,,2022-03-10 17:58:00,,,
BLOOMINGTON PD,B22-31744,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,2966,E 3RD ST,,,,,E 3RD ST,,,,,Y,,0.0,,39.166624810333424,-86.5437848039754,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OVERCORRECTING/OVERSTEERING,$2501 TO $5000,LEFT TURN,E 3RDST,0,,2022-08-15 20:30:00,,,
MONROE SD,M22A12664,MONROE,WASHINGTON,BLOOMINGTON,1,,0,0,0,,N ST RD 37,,,,,N ST RD 37,E SAMPLE RD,,,,N,,1000.0,,39.161776,-86.494241,COUNTY RD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,$10001 TO $25000,RAN OFF RD,NOLDSTATERD37ESAMPLERD,0,,2022-05-31 15:17:00,,,
MONROE SD,M22A12857,MONROE,RICHLAND,BLOOMINGTON,2,,0,0,0,,W ST RD 46,,,,,W ST RD 46,W ARLINGTON RD,,,,N,,0.0,,39.26589,-86.52283,ST RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,$2501 TO $5000,REAR END,WSTATERD46 WARLINGTONRD,0,,2022-06-02 11:03:00,,,
ISP BLOOMINGTON 33,2.022E+11,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,ST RD 46,,,,,ST RD 46,ARLINGTON RD,,,,Y,,2640.0,,39.20197,-86.56168,ST RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE SPEED,$10001 TO $25000,REAR END,ST RD 46ARLINGTONRD,0,,2022-05-17 09:05:00,,,
BLOOMINGTON PD,B22-16642,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,N FESS AVE,,,,,N FESS AVE,E 10TH ST,,,,Y,,0.0,,39.1869009032581,-86.55131343461525,,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE LN MOVEMENT,$1001 TO $2500,SAME DIRECTION SIDESWIPE,NFESSAVEE 10THST,0,,2022-05-07 11:00:00,,,
BLOOMINGTON PD,B22-18103,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,W 3RD ST,,,,,W 3RD ST,ST RD 37,,,,Y,,0.0,,39.17165,-86.52579,ST RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,INTERCHANGE,,ASPHALT,FOLLOWING TOO CLOSELY,$1001 TO $2500,REAR END,W 3RDSTSTATERD37,0,,2022-05-17 17:26:00,,,
MONROE SD,M22A7270,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,,,,,,,,,,,N,,0.0,,39.164499674984455,-86.57327119619114,,,,,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER TURNING,$2501 TO $5000,OPPOSITE DIRECTION SIDESWIPE,,0,,2022-03-30 10:06:00,,,
INDIANA UNIV BLOOMINGTON PD,222446,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,E 10TH ST,,,,,E 10TH ST,ST RD 45,,,,Y,,0.0,,39.11773459,-86.53010508,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,UNSAFE BACKING,$2501 TO $5000,BACKING CRASH,STATERD45E 10THST,0,,2022-07-22 21:56:00,,,
BLOOMINGTON PD,B22-27462,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1,0,0,455,N COLLEGE AVE,,,,,N COLLEGE AVE,,,,,Y,,0.0,,39.17161928035445,-86.50219220961326,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,CONCRETE,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,NCOLLEGEAVE,0,,2022-07-18 10:00:00,,,
MONROE SD,M22A16789,MONROE,,BLOOMINGTON,2,,0,0,0,6385,S FAIRFAX,,,,,S FAIRFAX,,,,,N,,0.0,,39.17016776652068,-86.53467690709242,PRIVATE DR,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,DRIVER ILLNESS,$25001 TO $50000,RAN OFF RD,SFAIRFAX,0,,2022-07-13 10:34:00,,,
ELLETTSVILLE PD,E2201619,MONROE,RICHLAND,ELLETTSVILLE,2,0.0,0,0,0,602,W VINE,ST,,,,W VINE,,,,,Y,,,,,,OTHER,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,$2501 TO $5000,BACKING CRASH,WESTVINEST,0,NONE,2022-04-30 22:09:00,,,
INDIANA UNIV BLOOMINGTON PD,221357,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,1900,E 10TH ST,,,,,E 10TH ST,,,,,Y,,0.0,,39.234562979038124,-86.624291476381,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER TURNING,$1001 TO $2500,RIGHT TURN,E 10THST,0,,2022-04-10 19:20:00,,,
BLOOMINGTON PD,B22-41812,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,W COUNTRY CLUB DR,,,,,W COUNTRY CLUB DR,S MADISON ST,,,,Y,,2000.0,,39.17025887,-86.50858677,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,$5001 TO $10000,REAR END,W.COUNTRYCLUBDRS.MADISONST,0,,2022-10-10 14:29:00,,,
MONROE SD,M22A8629,MONROE,RICHLAND,BLOOMINGTON,4,,0,0,0,4137,W ST RD 46,,,,,W ST RD 46,,,,,N,,0.0,,39.13595904970609,-86.53712862834406,PRIVATE DR,,,,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,,GRAVEL,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$5001 TO $10000,BACKING CRASH,WSTATERD46,0,,2022-04-17 06:45:00,,,
MONROE SD,M22A25007,MONROE,VAN BUREN,BLOOMINGTON,1,,0,0,0,,WOODHAVEN DR,,,,,WOODHAVEN DR,WOODMERE WAY,,,,N,,250.0,,39.2125186,-86.5884992,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$2501 TO $5000,SAME DIRECTION SIDESWIPE,WOODMEREWAYWOODHAVENDR,0,,2022-10-11 20:41:00,,,
ELLETTSVILLE PD,E22-04221,MONROE,RICHLAND,ELLETTSVILLE,2,,0,0,0,,E TEMPERANCE ST,,,,,E TEMPERANCE ST,S 1ST,,,,Y,,0.0,,39.12821,-86.58196,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,SAME DIRECTION SIDESWIPE,S1STSTETEMPERANCEST,0,,2022-10-15 11:13:00,,,
MONROE SD,M22A12444,MONROE,SALT CREEK,BLOOMINGTON,1,,0,0,0,,ST RD 46,,,,,ST RD 46,N BRUMMETTS CREEK RD,,,,N,,0.0,,39.23136,-86.62126,ST RD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE LN MOVEMENT,$2501 TO $5000,RAN OFF RD,STATERD46NBRUMMETTSCREEKRD,0,,2022-05-28 06:35:00,,,
BLOOMINGTON PD,B22-32877,MONROE,BLOOMINGTON,BLOOMINGTON,2,,1,0,0,,W 3RD ST,,,100,C,W 3RD ST,,,,,Y,,0.0,,39.15166814502955,-86.38978590451649,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,W 3RDST100C,0,,2022-08-21 15:30:00,,,
BLOOMINGTON PD,B22-26781,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,IN 45 BYPASS,,,,,IN 45 BYPASS,WALNUT KNOLLS APARTMENT,,,,Y,,0.0,,39.16470335,-86.57389868,ST RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE LN MOVEMENT,$5001 TO $10000,SAME DIRECTION SIDESWIPE,WALNUTKNOLLSAPARTMENTIN45BYPASS,0,,2022-07-13 17:20:00,,,
BLOOMINGTON PD,B22-42203,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,W FOUNTAIN DR,,,,,W FOUNTAIN DR,W 11TH ST,,,,Y,,0.0,,39.18629,-86.5319,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$2501 TO $5000,REAR END,WFOUNTAINDRW11THST,0,,2022-10-12 15:42:00,,,
MONROE SD,M22A15998,MONROE,RICHLAND,BLOOMINGTON,2,,0,0,0,3585,W ST RD 46,,,,,W ST RD 46,,,,,N,,0.0,,39.173270069296564,-86.5551227458287,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$2501 TO $5000,BACKING CRASH,WSTATERD46,0,,2022-07-05 09:50:00,,,
BLOOMINGTON PD,B22-40182,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,S MONON DR,,,,,S MONON DR,W HILLSIDE DR,,,,Y,,211.0,,39.20867996,-86.58235529,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$2501 TO $5000,BACKING CRASH,WHILLSIDEDRSMONONDR,0,,2022-10-01 13:27:00,,,
INDIANA UNIV BLOOMINGTON PD,222666,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,1101,E 17TH ST,,,,,E 17TH ST,,,,,Y,,0.0,,39.150500010836545,-86.53450328409913,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER TURNING,UNDER $1001,LEFT/RIGHT TURN,E17THST,0,,2022-08-17 13:30:00,,,
INDIANA UNIV BLOOMINGTON PD,223690,MONROE,BLOOMINGTON,BLOOMINGTON,2,,3,0,0,,E 17TH ST,,,,,E 17TH ST,ST RD 45,,,,Y,,0.0,,39.18125963587328,-86.52007919636549,ST RD,,,,URBAN,N,Y,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$25001 TO $50000,RIGHT ANGLE,STATERD45E17THST,0,,2022-10-01 16:45:00,,,
BLOOMINGTON PD,B22-41776,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,N WALNUT ST,,,,,N WALNUT ST,W.ST RD 45/46 BYPASS,,,,Y,,0.0,,39.17971,-86.50727,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$1001 TO $2500,REAR END,W.ST RD 45/46BYPASSN.WALNUTST,0,,2022-10-10 10:47:00,,,
BLOOMINGTON PD,B22-14080,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,E 3RD ST,,,,,E 3RD ST,,,,,Y,,0.0,,39.18619371386046,-86.53453602657305,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER TURNING,$1001 TO $2500,LEFT TURN,E 3RDST,0,,2022-04-21 04:45:00,,,
BLOOMINGTON PD,B22-42324,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,N COLLEGE AVE,,,,,N COLLEGE AVE,W KIRKWOOD AVE,,,,Y,,0.0,,39.16403819,-86.51588744,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$2501 TO $5000,REAR END,W.KIRKWOODAVEN.COLLEGEAVE,0,,2022-10-13 11:43:00,,,
BLOOMINGTON PD,B22-11312,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,S WALNUT ST,,,,,S WALNUT ST,E 1ST,,,,Y,,0.0,,39.1666,-86.53488,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,SAME DIRECTION SIDESWIPE,SWALNUTSTE1STST,0,,2022-04-02 15:51:00,,,
ISP BLOOMINGTON 33,2.022E+11,MONROE,VAN BUREN,BLOOMINGTON,2,,0,0,0,,ST RD 45,,,,,ST RD 45,DUNLAP RD,,,,N,,1000.0,,39.15936,-86.53365,ST RD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE SPEED,$5001 TO $10000,REAR END,ST RD 45DUNLAPRD,0,,2022-08-24 07:35:00,,,
ELLETTSVILLE PD,E22-03960,MONROE,RICHLAND,ELLETTSVILLE,2,,0,0,0,,E TEMPERANCE ST,,,,,E TEMPERANCE ST,N HARTSTRAIT RD,,,,Y,,0.0,,39.11949,-86.61879,ST RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,$10001 TO $25000,REAR END,NHARTSTRAITRDETEMPERANCEST,0,,2022-10-01 16:30:00,,,
MONROE SD,M22A17719,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,ROGERS ST,,,,,ROGERS ST,S ST RD 37,,,,N,,0.0,,39.22762818707554,-86.61597022296635,COUNTY RD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$2501 TO $5000,REAR END,ROGERSSTOLDSTATERD37S,0,,2022-07-22 16:58:00,,,
MONROE SD,M22A19686,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,E 3RD ST,,,,,E 3RD ST,S SMITH RD,,,,N,,0.0,,39.08353,-86.54157,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,$1001 TO $2500,REAR END,SSMITHRDE 3RDST,0,,2022-08-12 01:01:00,,,
