Agency,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control
BLOOMINGTON PD,BLOOMINGTON,1/10/2020,2:15 PM,2,0,0,0,0,,,,SR 48,S GATES DR,,,,0,0,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,FOLLOWING TOO CLOSELY,REAR END,SOUTHGATESDRWEST3RDST,TRAFFIC CONTROL SIGNAL
ISP BLOOMINGTON 33,BLOOMINGTON,1/10/2020,3:00 PM,2,,0,0,0,,52,D,SR 45/46,I-69 S,,0,S,39.18556983,-86.55786353,STATE ROAD,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,RAMP,,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,SR46-052-RAMPD,
BLOOMINGTON PD,BLOOMINGTON,1/10/2020,3:25 PM,2,0,0,0,0,,,,S WALNUT ST,W SMITH AVE,,,,0,0,LOCAL/CITY ROAD,Y,URBAN,Y,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,ESMITHAVENWALNUTST,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,1/10/2020,3:42 PM,2,0,0,0,0,,,,S WALNUT ST,S FAIRFAX RD,,50,S,,,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER LANE USAGE,RIGHT TURN,SFAIRFAXRDSOLDSTATE37RD,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1/11/2020,2:38 AM,1,0,0,0,0,,,,E 10TH ST,INDIANA RAILROAD BRIDGE,,200,E,39.171648,-86.507088,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,TENTHSTJEFFERSONST,NONE
MONROE SD,BLOOMINGTON,1/11/2020,7:55 AM,1,0,0,0,0,,,,I-69 N,W SAMPLE RD,,2500,S,,,INTERSTATE,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,I69NWSAMPLERD,LANE CONTROL
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1/11/2020,9:47 AM,2,0,0,0,0,,,,E 10TH ST,N SUNRISE DR,,,,0,0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NSUNRISEDRTENTHST,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,1/11/2020,11:40 AM,2,0,0,0,0,,,,N SMITH RD,E MORNINGSIDE DR,,,,0,0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EMORNINGSIDEDRSSMITHRD,STOP SIGN
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1/11/2020,12:25 PM,2,0,0,0,0,,,,N FEE LN,E 17TH ST,,,,39.178928,-86.518992,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,RIGHT TURN,EAST17THSTFEELN,NONE
MONROE SD,BLOOMINGTON,1/11/2020,2:50 PM,1,0,0,0,0,,,,E 17TH ST,SR 45/46,,,,39.17984,-86.507088,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,E17THSTNSR4546BYPASSRD,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1/11/2020,3:00 PM,2,0,0,0,0,,,,E ATWATER AVE,S FESS AVE,,,,,,,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE BACKING,BACKING CRASH,ATWATERAVEFESSAVE,NONE
MONROE SD,BLOOMINGTON,1/11/2020,5:15 PM,2,0,0,0,0,,,,S FAIRFAX RD,E MOFFETT LN,,,,,,COUNTY ROAD,N,RURAL,N,N,N,,DAWN/DUSK,CLOUDY,WET,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,FAIRFAXRDMOFFETTLN,STOP SIGN
BLOOMINGTON PD,BLOOMINGTON,1/11/2020,10:05 PM,2,0,0,0,0,,,,N WALNUT ST,W 15TH ST,,,,,,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,15STNWALNUTST,STOP SIGN
BLOOMINGTON PD,BLOOMINGTON,1/12/2020,4:58 AM,1,0,0,0,0,,,,N PROW RD,,,1000,S,39.192352,-86.552592,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH ANIMAL OTHER,NPROWRDWARLINGTONRD,NONE
BLOOMINGTON PD,BLOOMINGTON,1/12/2020,12:55 PM,2,0,0,0,0,,,,ALLEY,,,50,W,39.16621,-86.52691567,UNKNOWN,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,EASTWESTALLEYALYINDIANAAVE,NONE
ISP BLOOMINGTON 33,BLOOMINGTON,1/12/2020,1:10 PM,1,,1,0,0,,,,S LEONARD SPRINGS RD,CEDAR CHASE DR,,194,S,39.13005696,-86.58262915,COUNTY ROAD,,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,,RAN OFF ROAD,CEDARCHASEDRLEONARDSPRINGSRD,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1/12/2020,3:12 PM,2,0,0,0,0,,,,E 3RD ST,S ROSE AVE,,,,39.01323067,-86.54913,,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,IMPROPER TURNING,,ROSEAVETHIRDST,STOP SIGN
BLOOMINGTON PD,BLOOMINGTON,1/12/2020,5:55 PM,2,0,0,0,0,,,,E HILLSIDE DR,S WALNUT ST,,,,39.150544,-86.5336,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EHILLSIDEDRSWALNUTST,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,1/12/2020,6:26 PM,2,0,0,0,0,,,,S SARE RD,E ROGERS RD,,,,39.13584,-86.496288,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,INTERCHANGE,CURVE/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EASTROGERSRDSOUTHSARERDS,ROUNDABOUT INTERSECTION
BLOOMINGTON PD,BLOOMINGTON,1/12/2020,9:45 PM,2,0,0,0,0,1505,,,W ARLINGTON RD,,,400,N,39.179248,-86.547104,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,UNSAFE SPEED,REAR END,WEST17THSTWESTARLINGTONRD,NONE
ISP BLOOMINGTON 33,ELLETTSVILLE,1/13/2020,10:30 AM,2,,0,0,0,,,,N SYCAMORE DR,COLT DR,,0,S,39.234836,-86.640029,LOCAL/CITY ROAD,,URBAN,Y,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,COLTDRSYCAMOREDR,
BLOOMINGTON PD,BLOOMINGTON,1/13/2020,11:40 AM,1,0,0,0,0,1104,,,S COVENANTER DR,,,,,39.15426431,-86.50878096,UNKNOWN,Y,URBAN,N,N,Y,LANE CLOSURE,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,OTHER - EXPLAIN IN NARRATIVE,SCOVENANTERDR,NONE
BLOOMINGTON PD,BLOOMINGTON,1/13/2020,1:03 PM,2,0,0,0,0,,,,S WALNUT ST,W ALLEN ST,,75,S,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ALLENSTWALNUTST,LANE CONTROL
ISP BLOOMINGTON 33,BLOOMINGTON,1/13/2020,1:28 PM,1,,0,0,0,,,,S ZIKES RD,,,0,S,39.04949332,-86.5264073,LOCAL/CITY ROAD,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,,RAN OFF ROAD,SZIKESRD,
BLOOMINGTON PD,BLOOMINGTON,1/13/2020,2:42 PM,2,0,0,0,0,,,,S WALNUT ST,W GRIMES LN,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,EGRIMESSTSWALNUTST,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,1/13/2020,5:23 PM,2,0,0,0,0,,,,I-69 S,W TAPP RD,,,,,,INTERSTATE,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,TRAFFIC CIRCLE/ROUNDABOUT,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,I69STAPPRD,NONE
BLOOMINGTON PD,BLOOMINGTON,1/14/2020,7:49 AM,2,0,0,0,0,,,,W TAPP RD,S PINEHURST DR,,100,W,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,FOG/SMOKE/SMOG,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SPINEHURSTDRWTAPPRD,LANE CONTROL
BLOOMINGTON PD,BLOOMINGTON,1/14/2020,8:54 AM,2,0,0,0,0,,,,W TAPP RD,S DEBORAH DR,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,REAR END,SDEBORAHDRWTAPPRD,LANE CONTROL
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1/14/2020,9:45 AM,2,0,0,0,0,,,,S FACULTY AVE,E 3RD ST,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,FACULTYAVETHIRDST,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1/14/2020,2:35 PM,2,0,0,0,0,,,,SR 45/46,E 10TH ST,,445,N,,,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,CELL PHONE USAGE,REAR END,SR45STENTHST,LANE CONTROL
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1/14/2020,2:37 PM,2,0,0,0,0,,,,E 3RD ST,S JORDAN AVE,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,JORDANAVETHIRDST,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,1/14/2020,2:55 PM,2,0,1,0,0,,,,S COLLEGE AVE,W 2ND ST,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SCOLLEGEAVEW2NDST,NONE
ELLETTSVILLE PD,ELLETTSVILLE,1/14/2020,3:50 PM,2,0,0,0,0,,,,SR 46,N LAKEVIEW DR,,,,39.221152,-86.6056,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SAME DIRECTION SIDESWIPE,LAKEVIEWDRSR46E,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1/14/2020,7:05 PM,2,0,0,0,0,,,,N FEE LN,BRISCOE CIRCLE,,350,S,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,EAST17THSTFEELN,LANE CONTROL
BLOOMINGTON PD,BLOOMINGTON,1/14/2020,10:00 PM,2,0,0,0,0,300,,,W RILEY DR,,,,,39.18303907,-86.53497729,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,SAME DIRECTION SIDESWIPE,WESTRILEYDR,NONE
MONROE SD,BLOOMINGTON,1/14/2020,11:05 PM,1,0,0,0,0,8027,,,W OLD SR 37,,,,,,,COUNTY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,GRAVEL,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,OLDST37RD,NONE
BLOOMINGTON PD,BLOOMINGTON,1/15/2020,6:37 AM,1,0,0,0,0,,,,I-69 S,SR 48,,500,S,0,0,INTERSTATE,N,URBAN,N,N,N,,DARK (LIGHTED),FOG/SMOKE/SMOG,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH ANIMAL OTHER,I69SW3RDST,LANE CONTROL
MONROE SD,BLOOMINGTON,1/15/2020,9:05 AM,2,0,0,0,0,,,,W BLOOMFIELD RD,I-69 S,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,FOG/SMOKE/SMOG,WET,,RAMP,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,BLOOMFIELDRDI69S,LANE CONTROL
BLOOMINGTON PD,BLOOMINGTON,1/15/2020,9:23 AM,2,0,0,0,0,,,,W TAPP RD,S DEBORAH DR,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,FOG/SMOKE/SMOG,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,DEBORAHDRTAPPRD,STOP SIGN
BLOOMINGTON PD,BLOOMINGTON,1/15/2020,12:56 PM,2,0,0,0,0,,,,S HENDERSON ST,E MOODY DR,,,,39.148064,-86.526912,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,MOODYDRSHENDERSONST,LANE CONTROL
BLOOMINGTON PD,BLOOMINGTON,1/15/2020,1:07 PM,1,0,1,0,0,601,,,E 10TH ST,N INDIANA AVE,,,,39.17168,-86.527024,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,E10THST,NONE
MONROE SD,BLOOMINGTON,1/15/2020,2:54 PM,2,0,0,0,0,,,,W GIFFORD RD,S KIRBY RD,,,,39.15144,-86.610496,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SOUTHKIRBYRDWESTGIFFORDRD,NONE
BLOOMINGTON PD,BLOOMINGTON,1/15/2020,3:15 PM,2,0,0,0,0,,,,N PETE ELLIS DR,E JOHN HINKLE PL,,,,39.17072,-86.4956,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EJOHNHINKLEPLNPETEELLISDR,STOP SIGN
MONROE SD,BLOOMINGTON,1/15/2020,3:19 PM,2,0,0,0,0,,,,SR 45,E BETHEL LN,,,,39.209952,-86.463392,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,T-INTERSECTION,CURVE/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,BETHELLNSR45E,STOP SIGN
BLOOMINGTON PD,BLOOMINGTON,1/15/2020,3:30 PM,2,0,0,0,0,,,,SR 48,ENTRANCE TO KROGER FUEL CENTER,,100,W,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,RIGHT TURN,SLIBERTYDRW3RDST,NONE
BLOOMINGTON PD,BLOOMINGTON,1/15/2020,3:55 PM,2,0,0,0,0,,,,S COLLEGE AVE,W 1ST ST,,,,39.15944,-86.53488,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SCOLLEGEAVEW1STST,NONE
BLOOMINGTON PD,BLOOMINGTON,1/15/2020,5:10 PM,2,0,0,0,0,,,,N KINSER PIKE,SR 45/46,,,,39.186544,-86.537888,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,ESTATEROAD4546RDNKINSERPIKE,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,1/15/2020,7:10 PM,1,0,0,0,1,,,,N SR 37 BUSINESS,W BAYLES RD,,,,,,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,BAYLESRDNBUSINESS37RD,NONE
BLOOMINGTON PD,BLOOMINGTON,1/15/2020,7:18 PM,2,0,0,0,0,,,,S MITCHELL ST,E MAXWELL LN,,,,39.157824,-86.5136,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EMAXWELLLNSMITCHELLST,STOP SIGN
BLOOMINGTON PD,BLOOMINGTON,1/15/2020,8:31 PM,2,0,1,0,0,,,,N ROGERS ST,W 11TH ST,,,,39.173184,-86.538528,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,NROGERSSTW11THST,STOP SIGN
BLOOMINGTON PD,BLOOMINGTON,1/16/2020,8:00 AM,3,0,2,0,0,,,,S WALNUT ST,E MILLER DR,,,,0,0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,LEFT TURN,MILLERLNWALNUTST,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,1/16/2020,9:06 AM,2,0,2,0,0,,,,SR 46,KINGSTON DR S,,,,39.16424,-86.492944,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,3RDSTKINGSTONDR,NONE
BLOOMINGTON PD,BLOOMINGTON,1/16/2020,11:11 AM,2,0,1,0,0,,,,E 3RD ST,S LINCOLN ST,,,,39.16464,-86.531024,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,E3RDSTSLINCOLNST,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,1/16/2020,12:01 PM,2,0,0,0,0,,,,S WALNUT ST,ENTRANCE TO WALNUT PARK SHOPPING CENTER,,75,N,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SWALNUTSTWCOUNTRYCLUBDR,LANE CONTROL
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1/16/2020,4:30 PM,1,0,0,0,0,,,,ENTRANCE DRIVE TO SRSC PARKING LOT,SRSC CIRCLE DRIVE,,935,W,39.17234,-86.50957911,UNKNOWN,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,COLLISION WITH OBJECT IN ROAD,ELAWLNNUNIONST,NONE
MONROE SD,BLOOMINGTON,1/16/2020,10:46 PM,1,0,0,0,1,,,,E SCHACHT RD,,,3168,W,39.10712,-86.50971146,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,RAN OFF ROAD,HARRELLRDSCHACHTRD,NONE
BLOOMINGTON PD,BLOOMINGTON,1/17/2020,1:33 AM,1,0,1,0,0,,,,W BLOOMFIELD RD,S BASSWOOD DR,,700,E,39.14978,-86.56895059,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,BLOOMFIELDRDSBASSWOODDR,NONE
BLOOMINGTON PD,BLOOMINGTON,1/17/2020,8:31 AM,2,0,0,0,0,,,,W KIRKWOOD AVE,N ROGERS ST,,50,W,39.166672,-86.538608,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NROGERSSTWKIRKWOODAVE,LANE CONTROL
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1/17/2020,9:55 AM,2,0,0,0,0,,,,N JORDAN AVE,E 17TH ST,,,,39.17883,-86.51093,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,EAST17THSTNJORDANAVE,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1/17/2020,12:45 PM,1,0,0,0,0,,,,N FESS AVE,E 13TH ST,,50,S,39.17530267,-86.525824,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,13THSTFESSAVE,NONE
BLOOMINGTON PD,BLOOMINGTON,1/17/2020,1:01 PM,2,0,0,0,0,,,,S WALNUT ST,E MILLER DR,,,,39.146944,-86.532544,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,EMILLERDRSWALNUTST,LANE CONTROL
BLOOMINGTON PD,BLOOMINGTON,1/17/2020,1:36 PM,4,0,0,0,0,,,,W COUNTRY CLUB DR,S BANTA AVE,,150,E,39.136304,-86.544592,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SBANTAAVEWCOUNTRYCLUBDR,NONE
ELLETTSVILLE PD,ELLETTSVILLE,1/17/2020,4:40 PM,3,0,0,0,0,,,,SR 46,N CENTENNIAL DR,,100,W,39.21030898,-86.58348225,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SMITHPIKEPIKESR46W,NONE
BLOOMINGTON PD,BLOOMINGTON,1/17/2020,6:50 PM,3,0,0,0,0,,,,SR 45/46,I-69 S,,,,0,0,STATE ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SR45WUS69S,TRAFFIC CONTROL SIGNAL
