_id,Agency,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control
455,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-11-10T00:00:00,5:12 PM,2,0,0,0,0,"","","",N CAMPBELL ST,E 7TH ST,"",,"",39.168698,-86.513886,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,E7THSTNCAMPBELLST,NONE
456,MONROE SD,BLOOMINGTON,2021-11-10T00:00:00,5:25 PM,1,0,0,0,0,4111,"","",GARDEN HILL MOBILE HOME PARK,"","",,"",39.179248,-86.58292,UNKNOWN,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,NON-ROADWAY CRASH,ASPHALT,BRAKE FAILURE OR DEFECTIVE,RAN OFF ROAD,WVERNALPIKE,NONE
457,BLOOMINGTON PD,BLOOMINGTON,2021-11-10T00:00:00,5:57 PM,2,0,0,0,0,"","","",S AUTO MALL RD,E COVENANTER DR,"",,"",39.15503,-86.496088,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,ECOVENANTERDRSAUTOMALLRD,STOP SIGN
458,BLOOMINGTON PD,BLOOMINGTON,2021-11-09T00:00:00,8:25 AM,2,0,0,0,0,"","","",S WALNUT ST,W DODDS ST,"",,"",39.157407,-86.53438,LOCAL/CITY ROAD,Y,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,DODDSSTSWALNUTST,STOP SIGN
459,BLOOMINGTON PD,BLOOMINGTON,2021-11-09T00:00:00,12:07 PM,2,1,0,0,0,"","","",S STRONG DR,"","",2500,S,38.89156073,-86.55293213,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,IMPROPER TURNING,LEFT TURN,STRONGDRWALLENST,LANE CONTROL
460,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-11-09T00:00:00,12:10 PM,2,0,0,0,0,"","","",SR 45/46,E DISCOVERY PKWY,"",,"",39.1733022,-86.4955237,STATE ROAD,Y,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EDISCOVERYPKWYSR4546N,TRAFFIC CONTROL SIGNAL
461,BLOOMINGTON PD,BLOOMINGTON,2021-11-09T00:00:00,12:47 PM,2,0,0,0,0,"","","",E 17TH ST,N WASHINGTON ST,"",,"",39.17904,-86.532096,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E17THSTNWASHINGTONST,LANE CONTROL
462,BLOOMINGTON PD,BLOOMINGTON,2021-11-09T00:00:00,3:28 PM,2,0,0,0,0,"","","",N COLLEGE AVE,W 6TH ST,"",,"",39.167648,-86.534784,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,SAME DIRECTION SIDESWIPE,NCOLLEGEAVEW6THST,TRAFFIC CONTROL SIGNAL
463,ELLETTSVILLE PD,ELLETTSVILLE,2021-11-09T00:00:00,4:23 PM,2,0,0,0,0,"","","",SR 46,N UNION VALLEY RD,"",,"",39.2153592,-86.5930113,STATE ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,SR46WUNIONVALLEYRD,TRAFFIC CONTROL SIGNAL
464,MONROE SD,BLOOMINGTON,2021-11-09T00:00:00,5:20 PM,2,0,0,0,0,"","","",S FAIRFAX RD,S WALNUT ST,"",,"",,,COUNTY ROAD,N,RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,FAIRFAXRDWALNUTSTPIKE,NONE
465,BLOOMINGTON PD,BLOOMINGTON,2021-11-09T00:00:00,6:23 PM,2,0,0,0,0,"","","",W 3RD ST (N),S PATTERSON DR,"",,"",39.16342,-86.551249,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),CLOUDY,DRY,"",T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SOUTHPATTERSONDRWEST3RDST,LANE CONTROL
466,BLOOMINGTON PD,BLOOMINGTON,2021-11-09T00:00:00,6:47 PM,2,0,1,0,0,"","","",W 3RD ST,S MULLER PKWY,"",,"",39.164469,-86.562709,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),CLOUDY,DRY,"",T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SOUTHMUELLERPKWYWEST3RDST,LANE CONTROL
467,BLOOMINGTON PD,BLOOMINGTON,2021-11-09T00:00:00,7:12 PM,2,0,0,0,0,"","","",W 11TH ST,N MORTON ST,"",,"",39.173216,-86.536,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NMORTONSTW11THST,LANE CONTROL
468,MONROE SD,ELLETTSVILLE,2021-11-09T00:00:00,7:53 PM,2,0,0,0,0,5717,"","",W DELAP RD,"","",,"",39.25208251,-86.6073394,LOCAL/CITY ROAD,N,RURAL,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,GRAVEL,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,WDELAPRD,NONE
469,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-11-09T00:00:00,8:20 PM,2,0,0,0,0,"","","",N FEE LN,E 13TH ST,"",,"",38.864547,-86.4842555,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,FEELNTHIRTEENTHST,STOP SIGN
470,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-11-09T00:00:00,8:50 PM,1,0,1,0,1,"","","",SR 45/46,N HEADLEY RD,"",,"",0,0,STATE ROAD,N,URBAN,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,EBALFOURSTSR46,NONE
471,MONROE SD,BLOOMINGTON,2021-11-08T00:00:00,6:52 AM,1,0,1,0,1,"","","",SR 37,"","",3780,N,39.08094157,-86.53835971,STATE ROAD,N,RURAL,N,N,N,"",DAWN/DUSK,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,SMITHVILLERDSR37S,NONE
472,BLOOMINGTON PD,BLOOMINGTON,2021-11-08T00:00:00,7:00 AM,2,0,0,0,0,"","","",SR 45/46,N KINSER PIKE,"",,"",39.186544,-86.537888,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE SPEED,REAR END,NKINSERPIKENSR4546HWY,TRAFFIC CONTROL SIGNAL
473,MONROE SD,BLOOMINGTON,2021-11-08T00:00:00,7:43 AM,1,0,0,0,0,"","","",N MAPLE GROVE RD,W LOST MANS LN,"",750,S,39.14348261,-86.569675,LOCAL/CITY ROAD,N,RURAL,N,N,N,"",DAWN/DUSK,CLEAR,DRY,"",NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,LOSTMANSLNNMAPLEGROVERD,NONE
474,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-11-08T00:00:00,9:15 AM,2,0,0,0,0,"","","",N PARK AVE,E 10TH ST,"",,"",39.171639,-86.524657,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,OTHER - EXPLAIN IN NARRATIVE,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,PARKAVETENTHST,LANE CONTROL
475,BLOOMINGTON PD,BLOOMINGTON,2021-11-08T00:00:00,2:33 PM,1,0,0,0,0,"","","",S OLCOTT BLVD,E REED CT,"",,"",39.147107,-86.484995,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,EREEDCTSOLCOTTBLVD,LANE CONTROL
476,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-11-08T00:00:00,4:15 PM,2,0,0,0,0,"","","",E 3RD ST,S BALLANTINE RD,"",,"",,,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,LEFT TURN,3RDSTBALLANTINERD,LANE CONTROL
477,BLOOMINGTON PD,BLOOMINGTON,2021-11-08T00:00:00,5:57 PM,2,0,0,0,0,"","","",S COLLEGE AVE,W 2ND ST,"",150,S,39.16144,-86.534848,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,SOUTHCOLLEGEAVEWEST2NDST,LANE CONTROL
478,DNR LAW ENFORCEMENT,BLOOMINGTON,2021-11-08T00:00:00,6:20 PM,2,,1,0,0,"","","",N DENNY RD,N BOTTOM RD,"",0,"",39.2824554,-86.555311,COUNTY ROAD,"",RURAL,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",T-INTERSECTION,"",ASPHALT,HEADLIGHT DEFECTIVE OR NOT ON,HEAD ON BETWEEN TWO MOTOR VEHICLES,NDennyRdNBottomRd,""
479,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-11-08T00:00:00,7:47 PM,2,0,0,0,0,"","","",S HENDERSON ST,E ATWATER AVE,"",,"",39.163149,-86.5272662,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,ATWATERAVEHENDERSONST,TRAFFIC CONTROL SIGNAL
480,BLOOMINGTON PD,BLOOMINGTON,2021-11-07T00:00:00,6:17 AM,2,,0,0,0,702,"","",W 11TH ST,N FAIRVIEW ST,"",0,"",39.173638,-86.541242,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",INTERCHANGE,"",ASPHALT,UNSAFE SPEED,SAME DIRECTION SIDESWIPE,N.FairviewStreet702W.11thst,""
481,BLOOMINGTON PD,BLOOMINGTON,2021-11-07T00:00:00,12:15 PM,2,0,0,0,0,"","","",N HAROLD ST,E 10TH ST,"",50,S,0,0,LOCAL/CITY ROAD,Y,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,10THSTHAROLDST,NONE
482,MONROE SD,BLOOMINGTON,2021-11-07T00:00:00,1:43 PM,2,0,0,0,0,"","","",S LEONARD SPRINGS RD,SR 45,"",300,S,39.142048,-86.582592,COUNTY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SOUTHLEONARDSPRINGSRDSR45W,NONE
483,BLOOMINGTON PD,BLOOMINGTON,2021-11-07T00:00:00,2:12 PM,2,0,0,0,0,"","","",S ROGERS ST,S ROCKPORT RD,"",,"",39.146448,-86.5388,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,CELL PHONE USAGE,REAR END,SROCKPORTRDSROGERSST,TRAFFIC CONTROL SIGNAL
484,MONROE SD,BLOOMINGTON,2021-11-07T00:00:00,2:41 PM,2,0,0,0,0,"","","",W PROFILE PKWY,N CURRY PIKE,"",,"",,,COUNTY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,CURRYPIKEPROFILEPKWY,NONE
485,BLOOMINGTON PD,BLOOMINGTON,2021-11-07T00:00:00,4:10 PM,3,0,0,0,0,"","","",W 3RD ST (N),S PATTERSON DR,"",,"",39.16342,-86.551249,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,CONCRETE,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,SPATTERSONDRW3RDST,NONE
486,BLOOMINGTON PD,BLOOMINGTON,2021-11-07T00:00:00,6:11 PM,2,0,0,0,0,"","","",W 4TH ST,S ROGERS ST,"",250,W,39.16568,-86.537296,LOCAL/CITY ROAD,Y,URBAN,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SMADISONSTW4THST,NONE
487,BLOOMINGTON PD,BLOOMINGTON,2021-11-06T00:00:00,12:24 AM,2,0,0,0,0,"","","",E 2ND ST,S GRANT ST,"",,"",39.161348,-86.52987,LOCAL/CITY ROAD,Y,URBAN,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE SPEED,RIGHT ANGLE,E2NDSTSGRANTST,STOP SIGN
488,MONROE SD,BLOOMINGTON,2021-11-06T00:00:00,8:36 AM,1,0,0,0,1,"","","",W VERNAL PIKE,"","",900,E,39.17919,-86.56813191,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH ANIMAL OTHER,NENTERPRISEDRWVERNALPIKE,LANE CONTROL
489,MONROE SD,BLOOMINGTON,2021-11-06T00:00:00,9:53 AM,1,0,0,0,1,"","","",S FAIRFAX RD,"","",930,N,39.059984,-86.498432,LOCAL/CITY ROAD,N,RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,ECLEVEBUTCHERRDSFAIRFAXRD,NONE
490,BLOOMINGTON PD,BLOOMINGTON,2021-11-06T00:00:00,10:20 AM,2,0,1,0,0,"","","",N SMITH RD,E MCCRACKEN WAY,"",,"",39.167798,-86.4813344,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EMCCRACKENWAYNSMITHRD,NONE
491,BLOOMINGTON PD,BLOOMINGTON,2021-11-06T00:00:00,12:25 PM,2,0,3,0,0,"","","",S ROCKPORT RD,W PINEHURST DR,"",,"",39.1382878,-86.5467684,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE SPEED,LEFT TURN,SOUTHROCKPORTRDWESTPINEHURSTDR,STOP SIGN
492,BLOOMINGTON PD,BLOOMINGTON,2021-11-06T00:00:00,12:51 PM,3,0,1,0,0,"","","",S WALNUT ST PIKE,E HEATHER DR,"",,"",39.123978,-86.526696,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EHEATHERDRSWALNUTSTPIKE,STOP SIGN
493,BLOOMINGTON PD,BLOOMINGTON,2021-11-06T00:00:00,2:01 PM,2,0,0,0,0,"","","",SR 46,E 7TH ST,"",100,N,39.167648,-86.500096,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E7THSTSR4546BYP,NONE
494,BLOOMINGTON PD,BLOOMINGTON,2021-11-06T00:00:00,2:10 PM,2,0,0,0,0,"","","",W COUNTRY CLUB DR,BLOOMINGTON RAIL TRAIL (ENTRANCE TO BLOOMINGTON RAIL TRAIL PARKING LOT),"",500,E,0,0,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,BRAKE FAILURE OR DEFECTIVE,REAR END,300BLKWCOUNTRYCLUBDRSMADISONST,NONE
495,MONROE SD,BLOOMINGTON,2021-11-06T00:00:00,6:20 PM,1,0,0,0,0,708,"","",S CORY LN,"","",,"",39.15799905,-86.55989112,UNKNOWN,N,RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,NON-ROADWAY CRASH,ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,SCORYLN,NONE
496,BLOOMINGTON PD,BLOOMINGTON,2021-11-06T00:00:00,6:51 PM,2,0,0,0,0,"","","",S WALNUT ST,W GRIMES LN,"",,"",39.153339,-86.533651,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAWN/DUSK,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EGRIMESLNSWALNUTST,TRAFFIC CONTROL SIGNAL
497,MONROE SD,BLOOMINGTON,2021-11-06T00:00:00,9:36 PM,1,0,0,0,1,"","","",SR 46,"","",1000,W,39.26884344,-86.66789,STATE ROAD,N,RURAL,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,NSTINESVILLERDSR46W,NONE
498,MONROE SD,BLOOMINGTON,2021-11-06T00:00:00,9:40 PM,1,0,0,0,1,"","","",I-69 N,"","",300,N,0,0,INTERSTATE,N,RURAL,N,Y,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,I69N131,NONE
499,MONROE SD,BLOOMINGTON,2021-11-05T00:00:00,1:55 AM,1,0,1,0,0,4420,"","",S GARRISON CHAPEL RD,"","",2500,N,39.38172655,-86.6419447,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,4420SGARRISONCHAPELRDWSTATEROAD45RD,NONE
500,BLOOMINGTON PD,BLOOMINGTON,2021-11-05T00:00:00,7:41 AM,2,0,0,0,0,"","","",SR 45/46,N MONROE ST,"",,"",0,0,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NMONROESTWSR4546BYP,STOP SIGN
501,MONROE SD,BLOOMINGTON,2021-11-05T00:00:00,7:52 AM,1,0,0,0,1,"","","",N SR 37 BUSINESS,"","",2000,N,39.43645406,-86.53978,LOCAL/CITY ROAD,N,RURAL,N,N,N,"",DAWN/DUSK,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,EWHISNANDRDNBUSINESS37RD,LANE CONTROL
502,BLOOMINGTON PD,BLOOMINGTON,2021-11-05T00:00:00,9:08 AM,2,0,0,0,0,"","","",W COUNTRY CLUB DR,"","",1000,W,39.1361717,-86.54194713,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,800BLKWCOUNTRYCLUBDRSROGERSST,NONE
503,BLOOMINGTON PD,BLOOMINGTON,2021-11-05T00:00:00,10:26 AM,2,0,0,0,0,"","","",E RHORER RD,S WALNUT ST,"",,"",39.12144,-86.526496,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE BACKING,BACKING CRASH,ERHORERRDSWALNUTST,TRAFFIC CONTROL SIGNAL
504,BLOOMINGTON PD,BLOOMINGTON,2021-11-05T00:00:00,10:55 AM,1,0,1,0,0,"","","",S HIGHLAND AVE,ENTRANCE TO YMCA,"",,"",0,0,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,PRIVATEDRSHIGHLANDAVE,LANE CONTROL
505,BLOOMINGTON PD,BLOOMINGTON,2021-11-05T00:00:00,11:23 AM,2,0,0,0,0,"","","",S WALNUT ST,E DAVIS ST,"",20,N,39.15633333,-86.533752,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",INTERCHANGE,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,EDAVISSTSWALNUTST,NONE
506,BLOOMINGTON PD,BLOOMINGTON,2021-11-05T00:00:00,11:42 AM,2,0,0,0,0,301,"","",E BRAESIDE DR,"","",,"",39.169448,-86.495896,UNKNOWN,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,NON-ROADWAY CRASH,ASPHALT,UNSAFE BACKING,BACKING CRASH,NPETEELLISDR,NONE
507,BLOOMINGTON PD,BLOOMINGTON,2021-11-05T00:00:00,4:10 PM,1,0,1,0,0,"","","",N COLLEGE AVE,W 6TH ST,"",,"",39.167648,-86.534784,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,NCOLLEGEAVEW6THST,TRAFFIC CONTROL SIGNAL
508,MONROE SD,BLOOMINGTON,2021-11-05T00:00:00,4:16 PM,1,0,0,0,0,"","","",S WALNUT ST PIKE,"","",1500,N,39.26560424,-86.531496,COUNTY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,FAIRFAXRDWALNUTSTREETPIKE,NONE
509,ELLETTSVILLE PD,ELLETTSVILLE,2021-11-05T00:00:00,5:13 PM,2,0,0,0,0,"","","",SR 46,"","",1000,W,39.25235528,-86.65536348,STATE ROAD,N,RURAL,N,N,Y,INTERMITTENT OR MOVING WORK,DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,FLATWOODSRDSSR8400W,LANE CONTROL
510,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-11-05T00:00:00,5:15 PM,1,0,1,0,0,"","","",N UNION ST,E 10TH ST,"",,"",39.171564,-86.509445,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAWN/DUSK,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,TENTHSTUNIONST,TRAFFIC CONTROL SIGNAL
511,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-11-05T00:00:00,5:35 PM,2,0,0,0,0,"","","",SR 46,E 7TH ST,"",,"",39.1671018,-86.4997353,STATE ROAD,N,URBAN,N,Y,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,LEFT TURN,SEVENTHSTSR46,NONE
512,BLOOMINGTON PD,BLOOMINGTON,2021-11-05T00:00:00,5:36 PM,2,0,0,0,0,"","","",N GATES DR,W RUNKLE WAY,"",25,S,39.16370427,-86.575982,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NGATESDRWRUNKLEWAY,STOP SIGN
513,BLOOMINGTON PD,BLOOMINGTON,2021-11-05T00:00:00,5:45 PM,4,0,0,0,0,"","","",S WALNUT ST,W GRIMES LN,"",,"",39.15344,-86.5336,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAWN/DUSK,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,HEAD ON BETWEEN TWO MOTOR VEHICLES,EASTGRIMESLNSOUTHWALNUTST,TRAFFIC CONTROL SIGNAL
