Agency,Local Code,County,Township,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Unique Location Id,State Property Damage?,Traffic Control,DateTime,Address Number
BLOOMINGTON PD,B1937424,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0,0,,3RD,ST,,,,3RD,CORY,,,,Y,,,,39.164544,-86.560096,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,3RDSTCORYLN,1,TRAFFIC CONTROL SIGNAL,2019-09-05 12:52:00,
BLOOMINGTON PD,B2034343,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,1919.0,S WALNUT,ST,,,,S WALNUT,,,,,Y,,,,39.145848,-86.532216,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,SWALNUTST,1,NONE,2020-09-22 14:23:00,
BLOOMINGTON PD,B20-06304,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,S GRANT,ST,,,,S GRANT,E 3RD,,,,Y,,,,39.16464,-86.529728,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,E 3RDSTSGRANTST,1,STOP SIGN,2020-02-12 13:00:00,
INDIANA UNIV BLOOMINGTON PD,200604,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,PETE LLIS,DR,,,,PETE LLIS,,,,,Y,,,,0.0,0.0,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,PETEELLISDRST RD 45,1,TRAFFIC CONTROL SIGNAL,2020-02-27 21:00:00,
BLOOMINGTON PD,B2009473,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,106.0,2ND,ST,,,,E 2ND,,,,,Y,,,,39.161088,-86.533223,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,RIGHT ANGLE,E 2NDST,1,NONE,2020-03-03 17:22:00,
BLOOMINGTON PD,B2119587,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,E WINSLOW,RD,,,,E WINSLOW,S WALNUT ST,,,,Y,,,,39.135969,-86.528794,LOCAL/CITY RD,,Y,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE SPEED,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,EWINSLOWRDSWALNUTSTPK,1,NONE,2021-06-13 23:20:00,
BLOOMINGTON PD,B2138210,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,S FRANKLIN,RD,,,,S FRANKLIN,W 3RD,,,,Y,,,,39.164688,-86.5712,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,CONCRETE,DISREGARD SIGNAL/REG SIGN,UNDER $1001,RIGHT TURN,SFRANKLINRDW 3RDST,1,TRAFFIC CONTROL SIGNAL,2021-10-23 17:40:00,
BLOOMINGTON PD,B2139467,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,E 1ST,ST,,,,E 1ST,S BALLANTINE,,,,Y,,,,39.159344,-86.519088,LOCAL/CITY RD,,N,N,URBAN,Y,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,BRAKE FAILURE OR DEFECTIVE,$1001 TO $2500,RIGHT ANGLE,EAST1STSTSOUTHBALLANTINERD,1,STOP SIGN,2021-11-01 16:59:00,
BLOOMINGTON PD,B2125253,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,COLLEGE MALL,RD,,,,COLLEGE MALL,ENTRANCE TO EASTLAND PLAZA,,,,Y,,,,39.1629776,-86.4979521,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,COLLEGEMALLRDENTRANCETOEASTLANDPLAZADR,1,TRAFFIC CONTROL SIGNAL,2021-07-23 09:05:00,
BLOOMINGTON PD,B22-37421,MONROE,BLOOMINGTON,BLOOMINGTON,1,,0.0,0,0,,W 7TH ST,,,,,W 7TH ST,B-LINE TRL,,,,Y,,0.0,,39.16861124,-86.5366688,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,W7THSTB-LINETRL,0,,2022-09-16 09:00:00,
MONROE SD,M22A22082,MONROE,PERRY,BLOOMINGTON,1,,1.0,0,0,,S HENDERSON ST,,,,,S HENDERSON ST,E ALLEN ST,,,,Y,,0.0,,39.15554711,-86.52703722,LOCAL/CITY RD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,SAME DIRECTION SIDESWIPE,SHENDERSONSTEALLENST,1,,2022-09-08 12:28:00,
BLOOMINGTON PD,B22-34507,MONROE,PERRY,BLOOMINGTON,1,,0.0,0,0,,E HILLSIDE DR,,,,,E HILLSIDE DR,S WALNUT ST,,,,Y,,0.0,,39.15052462,-86.53366274,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,SWALNUTSTEHILLSIDEDR,1,,2022-08-30 05:38:00,
ELLETTSVILLE PD,E1802904,MONROE,RICHLAND,ELLETTSVILLE,1,0.0,0.0,0,0,,46,HWY,,,,46,RIDGEWOOD,,,,Y,,,,39.217248,-86.598992,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,46HWYRIDGEWOODDR,1,STOP SIGN,2018-06-05 11:56:00,
BLOOMINGTON PD,30613043,MONROE,BLOOMINGTON,BLOOMINGTON,2,0.0,0.0,0,0,,E 2ND,ST,,,,E 2ND ST,WOODLAWN,,,,Y,OTHER,,,39.16106969,-86.52264006,LOCAL/CITY RD,,N,N,URBAN,Y,N,N,,DAYLIGHT,CLOUDY,SNOW/SLUSH,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,E 2NDSTWOODLAWNAVE,0,STOP SIGN,2013-03-06 08:49:00,
BLOOMINGTON PD,102813029,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,2ND,ST,,,,2ND ST,WALNUT,,,,Y,OTHER,,,39.16140027,-86.53362974,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,2NDSTWALNUTST,1,TRAFFIC CONTROL SIGNAL,2013-10-28 07:24:00,
BLOOMINGTON PD,92113099,MONROE,PERRY,BLOOMINGTON,2,0.0,2.0,0,0,,S WALNUT,ST,,,,S WALNUT ST,NORTH,,,,Y,OTHER,300.0,N,39.144752,-86.531888,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,$2501 TO $5000,REAR END,NORTHDRSWALNUTST,0,NO PASSING ZONE,2013-09-21 09:20:00,
INDIANA UNIV BLOOMINGTON PD,132261,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,LAW,LN,,,,LAW LN,UNION,,,,Y,OTHER,1056.0,W,39.17234033,-86.50956883,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,UNDER $1001,LEFT TURN,LAWLNUNIONST,1,NONE,2013-09-03 17:30:00,
BLOOMINGTON PD,110913156,MONROE,PERRY,BLOOMINGTON,2,0.0,0.0,0,0,,ATWATER,AVE,,,,ATWATER AVE,MITCHELL,,,,Y,OTHER,,,39.16308001,-86.5141797,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,SAME DIRECTION SIDESWIPE,ATWATERAVEMITCHELLST,0,NO PASSING ZONE,2013-11-09 13:04:00,
INDIANA UNIV BLOOMINGTON PD,132898,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,EAGLESON AVE,AVE,,,,EAGLESON AVE,7TH,,,,Y,OTHER,,,39.16885011,-86.51615984,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,7THSTEAGLESON AVEAVE,1,STOP SIGN,2013-10-22 19:51:00,
INDIANA UNIV BLOOMINGTON PD,132256,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,EAGLESON AVE,AVE,,,,EAGLESON AVE,READ N,,,,Y,OTHER,,,39.16716892,-86.51593924,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,CENTER STRAND BARRIER,TRAFFIC CIRCLE/ROUNDABOUT,CURVE/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$10001 TO $25000,LEFT TURN,EAGLESON AVEAVEREADNCIR,1,LN CONTROL,2013-08-21 10:45:00,
BLOOMINGTON PD,82913246,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,KIRKWOOD,AVE,,,,KIRKWOOD AVE,GRANT,,,,Y,PRIVATE,,,39.16655011,-86.52981027,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT/RIGHT TURN,GRANTSTKIRKWOODAVE,1,STOP SIGN,2013-08-29 15:44:00,
BLOOMINGTON PD,61113248,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,KIRKWOOD,AVE,,,,KIRKWOOD AVE,N WALNUT,,,,Y,OTHER,,,39.16664,-86.5336,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,UNDER $1001,SAME DIRECTION SIDESWIPE,KIRKWOODAVENWALNUTST,1,TRAFFIC CONTROL SIGNAL,2013-06-11 18:33:00,
BLOOMINGTON PD,11214107,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,WALNUT,ST,,,,WALNUT ST,3RD,,,,Y,OTHER,,,39.16464,-86.5336,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,$2501 TO $5000,RIGHT ANGLE,3RDSTWALNUTST,1,TRAFFIC CONTROL SIGNAL,2014-01-12 12:10:00,
BLOOMINGTON PD,51514159,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,230.0,MORTON,ST,,,,MORTON ST,,,,,Y,PRIVATE,200.0,N,39.16797257,-86.536,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,UNDER $1001,RIGHT ANGLE,MORTONST,1,NONE,2014-05-15 15:50:00,
INDIANA UNIV BLOOMINGTON PD,142447,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,2.0,0,0,,FEE,LN,,,,FEE LN,LAW,,,,Y,OTHER,,,39.174048,-86.518896,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,FEELNLAWLN,1,LN CONTROL,2014-09-18 08:06:00,
BLOOMINGTON PD,82814134,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0,0,366.0,VARSITY,LN,,,,VARSITY LN,,,,,Y,PRIVATE,,,39.182976,-86.528416,OTHER,,N,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,T-INTERSECTION,CURVE/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,UNDER $1001,RIGHT ANGLE,VARSITYLN,0,NONE,2014-07-28 21:45:00,
INDIANA UNIV BLOOMINGTON PD,141227,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0,0,,,,ST RD 45,,,ST RD 45,SMITH,,,,Y,OTHER,699.0,W,39.17203189,-86.48503696,ST RD,,N,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,NONE,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,HEADLIGHT DEFECTIVE OR NOT ON,UNDER $1001,REAR END,SMITHRDST RD 45,1,LN CONTROL,2014-04-23 21:08:00,
INDIANA UNIV BLOOMINGTON PD,141372,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,125.0,S EAGLESON AVE,AVE,,,,S EAGLESON AVE,,,,,Y,PRIVATE,,,39.1666165,-86.51632212,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,NONE,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER LN USAGE,$1001 TO $2500,RIGHT ANGLE,SOUTHEAGLESON AVEAVE,1,STOP SIGN,2014-04-30 16:00:00,
BLOOMINGTON PD,B1407957,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,3RD,ST,,,,3RD ST,COLLEGE MALL,,,,Y,OTHER,150.0,W,39.16424549,-86.49892917,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,CURBED,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$1001 TO $2500,RIGHT ANGLE,3RDSTCOLLEGEMALLRD,1,LN CONTROL,2014-09-27 16:56:00,
BLOOMINGTON PD,32114249,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0,0,,KIRKWOOD,AVE,,,,KIRKWOOD AVE,DUNN,,,,Y,OTHER,,,39.16664,-86.528192,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,DUNNSTKIRKWOODAVE,1,STOP SIGN,2014-03-21 17:48:00,
BLOOMINGTON PD,32214139,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,2ND,ST,,,,2ND ST,WALNUT,,,,Y,OTHER,,,39.16140027,-86.53362974,LOCAL/CITY RD,Y,N,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,UNDER $1001,RIGHT ANGLE,2NDSTWALNUTST,1,TRAFFIC CONTROL SIGNAL,2014-03-22 00:10:00,
BLOOMINGTON PD,B1512643,MONROE,RICHLAND,BLOOMINGTON,1,0.0,0.0,0,0,,GATES,,,,,GATES,JACOB,,,,Y,,,,39.16562006,-86.57599993,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,UNDER $1001,SAME DIRECTION SIDESWIPE,GATESDRJACOBDR,1,LN CONTROL,2015-03-31 13:26:00,
BLOOMINGTON PD,B1410803,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,2060.0,S OAKDALE,,,,,S OAKDALE,,,,,Y,,,,39.14497263,-86.56917572,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,CURVE/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,SOAKDALE,1,STOP SIGN,2014-10-17 16:50:00,
INDIANA UNIV BLOOMINGTON PD,142839,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,E 3RD,,,,,E 3RD,WOODLAWN,,,,Y,,200.0,E,39.164352,-86.522592,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER LN USAGE,$2501 TO $5000,REAR END,E 3RDSTWOODLAWNAVE,1,NONE,2014-10-17 10:10:00,
BLOOMINGTON PD,B1412333,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,WALNUT,,,,,WALNUT,WINLSOW,,,,Y,,,,39.13597025,-86.5311098,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,WALNUTSTWINLSOWRD,1,TRAFFIC CONTROL SIGNAL,2014-10-27 08:49:00,
BLOOMINGTON PD,B1544964,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,N WALNUT,ST,,,,N WALNUT,14TH,,,,Y,,,,39.175952,-86.53344,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,WRONG WAY ON ONE WAY,UNDER $1001,RIGHT ANGLE,14THSTNWALNUTST,1,LN CONTROL,2015-10-21 10:00:00,
INDIANA UNIV BLOOMINGTON PD,152722,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,EAGLESON AVE,AVE,,,,EAGLESON AVE,7TH,,,,Y,,80.0,N,39.16916292,-86.51599183,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,7THSTEAGLESON AVEAVE,1,LN CONTROL,2015-10-16 11:00:00,
INDIANA UNIV BLOOMINGTON PD,153353,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,10TH,ST,,,,10TH,WALNUT,,,,Y,,50.0,W,39.17160188,-86.52107241,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,SAME DIRECTION SIDESWIPE,10THSTWALNUTGRV,1,LN CONTROL,2015-12-09 09:02:00,
BLOOMINGTON PD,B1536915,MONROE,PERRY,BLOOMINGTON,1,0.0,0.0,0,0,,SO COLLEGE MALL,RD,,,,SO COLLEGE MALL,E COVENANTER,,,,Y,,,,39.155152,-86.497888,LOCAL/CITY RD,Y,N,Y,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,SAME DIRECTION SIDESWIPE,ECOVENANTERDRSOCOLLEGEMALLRD,1,TRAFFIC CONTROL SIGNAL,2015-08-31 15:40:00,
BLOOMINGTON PD,B1616069,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,W KIRKWOOD,AVE,,,,W KIRKWOOD,N MORTON,,,,Y,,,,39.16658968,-86.53604976,LOCAL/CITY RD,,N,N,URBAN,N,N,Y,WORK ON SHOULDER,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,$1001 TO $2500,RIGHT ANGLE,NMORTONSTWKIRKWOODAVE,1,STOP SIGN,2016-04-28 09:08:00,
INDIANA UNIV BLOOMINGTON PD,162914,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,FORREST,AVE,,,,FORREST,E KIRKWOOD,,,,Y,,,,39.16684985,-86.52156986,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,UNDER $1001,RIGHT ANGLE,EKIRKWOODAVEFORRESTAVE,1,STOP SIGN,2016-11-17 16:03:00,
BLOOMINGTON PD,B1629836,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0,0,,MADISON,ST,,,,S MADISON,ALLEY N OF ALLEN,,,,Y,,,,0.0,0.0,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,ALLEYNORTHOFALLENALYSMADISONST,1,NONE,2016-08-02 21:00:00,
BLOOMINGTON PD,B1705077,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,,,ST RD 4546,,,S ST RD 4546 BYPASS,STARBUCKS CVS,,,,Y,,,,0.0,0.0,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER LN USAGE,$1001 TO $2500,RIGHT ANGLE,115SST RD 4546BYPASSBYPSTARBUCKSCVSWESTDRDR,1,NONE,2017-02-11 10:30:00,115
BLOOMINGTON PD,B1806176,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,E MORNINGSIDE,DR,,,,E MORNINGSIDE,S PARK RIDGE,,,,Y,,150.0,W,39.167248,-86.4752,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$1001 TO $2500,REAR END,EMORNINGSIDEDRSPARKRIDGEDR,1,NONE,2018-02-15 09:58:00,
BLOOMINGTON PD,B1743972,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,WASHINGTON,AVE,,,,WASHINGTON,4TH,,,,Y,,60.0,N,39.16581279,-86.5324,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,4THSTWASHINGTONAVE,1,LN CONTROL,2017-10-26 03:15:00,
BLOOMINGTON PD,B1831639,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,N KINSER,PK,,,,N KINSER,W GOURLEY,,,,Y,,,,39.185392,-86.537856,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,NKINSERPKWGOURLEYPK,1,LN CONTROL,2018-08-07 06:49:00,
MONROE SD,M19A8635,MONROE,PERRY,BLOOMINGTON,1,0.0,0.0,0,0,,CLEAR CREEK,DR,,,,W CLEAR CREEK,MADISON,,,,N,,,,39.11112,-86.53735,LOCAL/CITY RD,,N,N,URBAN,Y,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,OTHER - EXPLAIN IN NARRATIVE,MADISONSTWCLEARCREEKDR,1,NONE,2019-03-15 14:44:00,
BLOOMINGTON PD,B1934482,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,COLLEGE MALL,RD,,,,COLLEGE MALL,COVENANTER,,,,Y,,,,39.155152,-86.497888,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,COLLEGEMALLRDCOVENANTERDR,1,TRAFFIC CONTROL SIGNAL,2019-08-19 09:23:00,
BLOOMINGTON PD,B1935817,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,DODDS,ST,,,,W DODDS,MORTON,,,,Y,,,,39.15745,-86.53633,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,SOUTHMORTONSTWESTDODDSST,1,STOP SIGN,2019-08-26 21:19:00,
