Agency,Local Code,County,Township,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Unique Location Id,State Property Damage?,Traffic Control,DateTime,Address Number
BLOOMINGTON PD,B1915345,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,S FRANKLIN,RD,,,,S FRANKLIN,W 3RD,,,,Y,,,,39.164688,-86.5712,LOCAL/CITY RD,,,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,CELL PHONE USAGE,UNDER $1001,RIGHT TURN,SFRANKLINRDW 3RDST,1,TRAFFIC CONTROL SIGNAL,2019-04-15 11:30:00,
BLOOMINGTON PD,B1916155,MONROE,PERRY,BLOOMINGTON,1,0.0,2.0,0.0,0.0,3030.0,AMY,LN,,,,E AMY,,,,,Y,,,,39.169058,-86.497851,LOCAL/CITY RD,,N,Y,URBAN,Y,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,EAMYLN,2,NONE,2019-04-21 18:58:00,
BLOOMINGTON PD,B19-17108,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,N LINCOLN,ST,,,,N LINCOLN,E 7TH,,,,Y,,,,39.16864,-86.530992,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,UNDER $1001,RIGHT ANGLE,E7THSTNLINCOLNST,1,STOP SIGN,2019-04-28 03:27:00,
BLOOMINGTON PD,B1933266,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,2894.0,COLLEGE MALL,RD,,,,S COLLEGE MALL,,,,,Y,,,,39.16336,-86.49810498,OTHER,,Y,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SCOLLEGEMALLRD,1,NONE,2019-08-11 14:10:00,
BLOOMINGTON PD,B2006295,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,645.0,S ROGERS,ST,,,,S ROGERS,,,,,Y,,,,39.16061486,-86.538592,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,BACKING CRASH,SROGERSST,1,NONE,2020-02-12 12:38:00,
INDIANA UNIV BLOOMINGTON PD,200590,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,TENTH,ST,,,,TENTH,EAGLESON AVE,,,,Y,,,,39.17159,-86.51567,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,EAGLESON AVEAVETENTHST,1,TRAFFIC CONTROL SIGNAL,2020-02-27 09:05:00,
BLOOMINGTON PD,B2010248,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,500.0,S LIBERTY,DR,,,,S LIBERTY,,,,,Y,,,,39.189248,-86.531472,OTHER,,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,SLIBERTYDR,1,NONE,2020-03-07 18:09:00,
BLOOMINGTON PD,B2026478,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,280.0,N GATES,DR,,,,N GATES,,,,,Y,,,,39.168558,-86.575181,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,NGATESDR,1,NONE,2020-07-23 11:24:00,
BLOOMINGTON PD,B20-31908,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,N WASHINGTON,ST,,,,N WASHINGTON,E 8TH,,,,Y,,100.0,S,39.169552,-86.5324,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,E8THSTNWASHINGTONST,1,NONE,2020-09-04 16:33:00,
BLOOMINGTON PD,B2037200,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,410.0,S WOODSCREST,DR,,,,S WOODSCREST,,,,,Y,,,,39.162628,-86.503092,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,SWOODSCRESTDR,1,NONE,2020-10-13 10:39:00,
BLOOMINGTON PD,B2040285,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,COLLEGE,AVE,,,,COLLEGE,6TH,,,,Y,,,,39.167648,-86.534784,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT/RIGHT TURN,6THSTCOLLEGEAVE,1,TRAFFIC CONTROL SIGNAL,2020-11-06 17:47:00,
INDIANA UNIV BLOOMINGTON PD,212290,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,E 17TH,ST,,,,E 17TH,EAGLESON AVE,,,,Y,,427.0,E,39.178838,-86.51095294,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,WET,,T-INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,COLLISION WITH OBJECT IN RD,EAST17THSTEAGLESON AVEAVE,1,LN CONTROL,2021-08-31 22:10:00,
BLOOMINGTON PD,B23-18027,MONROE,PERRY,BLOOMINGTON,1,,1.0,0.0,0.0,,W 2ND ST,,,,,W 2ND ST,S MORTON AVE,,,,Y,,0.0,,39.16134809,-86.53618281,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,TRAIL CROSSINGS,,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,RIGHT ANGLE,W 2NDSTSMORTONAVE,1,,2023-04-09 21:50:00,
BLOOMINGTON PD,B2140073,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,N COLLEGE,AVE,,,,N COLLEGE,W 6TH,,,,Y,,,,39.167648,-86.534784,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,NCOLLEGEAVEW6THST,1,TRAFFIC CONTROL SIGNAL,2021-11-05 16:10:00,
BLOOMINGTON PD,B2143535,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,2510.0,E 3RD,ST,,,,E 3RD ST,,,,,Y,,0.0,,39.164272,-86.50232131,OTHER,,N,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,E 3RDST,1,,2021-12-03 06:02:00,
INDIANA UNIV BLOOMINGTON PD,220099,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0.0,0.0,701.0,E 17TH,ST,,,,E 17TH,,,,,Y,,,,39.1809087,-86.5255927,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,EAST17THST,1,OTHER,2022-01-13 11:08:00,
BLOOMINGTON PD,B22-17806,MONROE,PERRY,BLOOMINGTON,1,,1.0,0.0,0.0,,W GATEWOOD DR,,,,,W GATEWOOD DR,W WOODHILL DR,,,,Y,,0.0,,39.15725803,-86.55000634,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO MAINTAIN LN,UNDER $1001,RAN OFF RD,WWOODHILLDRWGATEWOODDR,1,,2022-05-15 06:15:00,
BLOOMINGTON PD,B22-12952,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,,N KINSER PK,,,,,N KINSER PK,ST RD 46,,,,Y,,0.0,,39.18654927,-86.53772267,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,STATERD46NKINSERPK,1,,2022-04-13 21:30:00,
BLOOMINGTON PD,B22-39160,MONROE,PERRY,BLOOMINGTON,1,,1.0,0.0,0.0,1004.0,W COUNTRY CLUB DR,,,,,W COUNTRY CLUB DR,,,,,Y,,0.0,,39.1366803,-86.54561759,PRIVATE DR,,,,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,UNDER $1001,BACKING CRASH,WCOUNTRYCLUBDR,1,,2022-09-26 19:05:00,
BLOOMINGTON PD,B22-31509,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,,S WESTPLEX AVE,,,,,S WESTPLEX AVE,W 3RD ST,,,,Y,,0.0,,39.16590543,-86.55433063,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,W 3RDSTSWESTPLEXAVE,1,,2022-08-14 07:06:00,
BLOOMINGTON PD,B22-36393,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,,N LINCOLN ST,,,,,N LINCOLN ST,E VARSITY LN,,,,N,,0.0,,39.18285813,-86.53122193,PRIVATE DR,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,COLLISION WITH OBJECT IN RD,NLINCOLNSTEVARSITYLN,1,,2022-09-10 01:15:00,
BLOOMINGTON PD,B22-30412,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,,W 17TH ST,,,,,W 17TH ST,N WILLIS DR,,,,Y,,0.0,,39.17902375,-86.54408539,COUNTY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,W17THSTNWILLISDR,1,,2022-08-06 17:30:00,
MONROE SD,M22A27573,MONROE,PERRY,BLOOMINGTON,1,,1.0,0.0,0.0,,S EAGLEVIEW DR,,,,,S EAGLEVIEW DR,W THAT RD,,,,N,,0.0,,39.11468358,-86.54627985,,,,,RURAL,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,PEDESTRIAN ACTION,$2501 TO $5000,COLLISION WITH OBJECT IN RD,WTHATRDSEAGLEVIEWDR,1,,2022-11-09 17:54:00,
BLOOMINGTON PD,B22-30937,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,,W KIRKWOOD AVE,,,,,W KIRKWOOD AVE,S COLLEGE AVE,,,,Y,,0.0,,39.16658059,-86.5349502,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,IMPROPER TURNING,UNDER $1001,RIGHT ANGLE,WKIRKWOODAVESCOLLEGEAVE,1,,2022-08-10 12:50:00,
INDIANA UNIV BLOOMINGTON PD,231684,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,,ST RD 45,,,,,ST RD 45,DISCOVERY PARKWAY,,,,Y,,0.0,,39.17519226,-86.50427103,ST RD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,T-INTERSECTION,,ASPHALT,PEDESTRIAN ACTION,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,STATERD45DISCOVERYPARKWAY,1,,2023-04-23 05:35:00,
BLOOMINGTON PD,B23-03698,MONROE,PERRY,BLOOMINGTON,1,,1.0,0.0,0.0,,S COLLEGE MALL RD,,,,,S COLLEGE MALL RD,E 3RD ST,,,,Y,,0.0,,39.16298353,-86.49812688,,,,,RURAL,N,N,N,,DARK (LIGHTED),CLEAR,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,SCOLLEGEMALLRDE 3RDST,1,,2023-01-22 19:28:00,
ELLETTSVILLE PD,E1700844,MONROE,RICHLAND,ELLETTSVILLE,1,0.0,1.0,0.0,0.0,,,,ST RD 46 W,,,ST RD 46 W,HARTSTRAIGHT RD,,,,Y,,,,39.21759033,-86.61190795,ST RD,Y,N,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,HARTSTRAIGHTRDRDST RD 46 W,1,TRAFFIC CONTROL SIGNAL,2017-02-24 20:44:00,
INDIANA UNIV BLOOMINGTON PD,131050,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,7TH,ST,,,,7TH ST,SUNRISE,,,,Y,OTHER,,,39.16853026,-86.51242017,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,LEFT OF CENTER,$1001 TO $2500,LEFT TURN,7THSTSUNRISEDR,1,LN CONTROL,2013-04-09 23:35:00,
INDIANA UNIV BLOOMINGTON PD,131456,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,10TH,ST,,,,10TH ST,UNION,,,,Y,OTHER,75.0,E,39.17154975,-86.50945678,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,NONE,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,HEAD ON BETWEEN TWO MOTOR VEHICLES,10THSTUNIONST,1,LN CONTROL,2013-05-09 17:08:00,
INDIANA UNIV BLOOMINGTON PD,131642,MONROE,BLOOMINGTON,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,LAW,LN,,,,LAW LN,EAGLESON AVE,,,,Y,OTHER,200.0,E,39.17340986,-86.51545697,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,$1001 TO $2500,REAR END,EAGLESON AVEAVELAWLN,0,NONE,2013-06-13 15:55:00,
INDIANA UNIV BLOOMINGTON PD,132639,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,EAGLESON AVE,AVE,,,,EAGLESON AVE,7TH,,,,Y,OTHER,,,39.168944,-86.516016,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,7THSTEAGLESON AVEAVE,1,STOP SIGN,2013-10-02 14:13:00,
BLOOMINGTON PD,100513204,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,350.0,S CURRY,PK,,,,S CURRY PK,,,,,Y,PRIVATE,,,39.16371971,-86.58282481,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WATER (STANDING OR MOVING),NONE,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,SCURRYPK,1,NONE,2013-10-05 15:00:00,
BLOOMINGTON PD,100913217,MONROE,BLOOMINGTON,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,3RD,ST,,,,3RD ST,SWAIN,,,,Y,OTHER,,,39.16425012,-86.51525996,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,$2501 TO $5000,SAME DIRECTION SIDESWIPE,3RDSTSWAINAVE,1,LN CONTROL,2013-10-09 17:38:00,
INDIANA UNIV BLOOMINGTON PD,133435,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,7TH,ST,,,,7TH ST,DUNN,,,,Y,OTHER,,,39.16851014,-86.5282499,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,WET,NONE,T-INTERSECTION,STRAIGHT/LEVEL,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,7THSTDUNNST,1,STOP SIGN,2013-12-04 19:17:00,
BLOOMINGTON PD,120813209,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,W GOURLEY,PK,,,,W GOURLEY PK,N MONROE,,,,Y,OTHER,100.0,E,39.18641798,-86.54671631,LOCAL/CITY RD,,Y,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,SNOW/SLUSH,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,NMONROESTWGOURLEYPK,1,NONE,2013-12-08 22:42:00,
BLOOMINGTON PD,123113247,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,N WALNUT,ST,,,,N WALNUT ST,8TH,,,,Y,OTHER,,,39.169552,-86.533552,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,8THSTNWALNUTST,1,LN CONTROL,2013-12-31 22:33:00,
BLOOMINGTON PD,40514109,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0.0,0.0,3901.0,N KINSER,PK,,,,N KINSER PK,,,,,Y,PRIVATE,,,39.20304,-86.547392,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,NKINSERPK,1,NONE,2014-04-05 11:30:00,
BLOOMINGTON PD,B1542085,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,LINCOLN,ST,,,,LINCOLN,6TH,,,,,,,,39.16768,-86.530992,,,N,Y,,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,COLLISION WITH OBJECT IN RD,6THSTLINCOLNST,1,STOP SIGN,2015-10-02 22:40:00,
MONROE SD,M15A21494,MONROE,VAN BUREN,BLOOMINGTON,1,0.0,2.0,0.0,0.0,,LEONARD SPRINGS,RD,,,,LEONARD SPRINGS,W ST RD 45,,,,N,,100.0,S,39.13138191,-86.58259011,LOCAL/CITY RD,,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,COLLISION WITH OBJECT IN RD,LEONARDSPRINGSRDWSTRD45HWY,2,NONE,2015-10-13 17:39:00,
BLOOMINGTON PD,B1551306,MONROE,PERRY,BLOOMINGTON,1,0.0,2.0,0.0,0.0,2894.0,E 3RD,ST,,,,E 3RD,,,,,Y,,,,39.16423861,-86.49522852,OTHER,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,E 3RDST,2,NONE,2015-12-03 06:06:00,
BLOOMINGTON PD,B1603269,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,E SMITH,AVE,,,,E SMITH,S HENDERSON,,,,Y,,,,39.16280977,-86.52725011,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,ESMITHAVESHENDERSONST,1,STOP SIGN,2016-01-25 19:30:00,
INDIANA UNIV BLOOMINGTON PD,160560,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,DUNN,ST,,,,DUNN,KIRKWOOD,,,,Y,,,,39.16664,-86.528192,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,LEFT TURN,DUNNSTKIRKWOODAVE,1,STOP SIGN,2016-02-27 18:38:00,
INDIANA UNIV BLOOMINGTON PD,160688,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,1800.0,N EAGLESON AVE,AVE,,,,N EAGLESON AVE,,,,,Y,,,,39.18388136,-86.51561831,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,NEAGLESON AVEAVE,1,STOP SIGN,2016-03-11 09:55:00,
INDIANA UNIV BLOOMINGTON PD,161265,MONROE,BLOOMINGTON,BLOOMINGTON,2,0.0,1.0,0.0,0.0,501.0,N EAGLESON AVE,AVE,,,,N EAGLESON AVE,,,,,Y,,,,39.16971311,-86.51621751,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,UNSAFE BACKING,$5001 TO $10000,BACKING CRASH,NORTHEAGLESON AVEAVE,0,NONE,2016-05-06 14:57:00,
MONROE SD,M16A10209,MONROE,INDIAN CREEK,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,I107S,,,I107S,BURCH,,,,N,OTHER,200.0,S,39.06831203,-86.66639709,INTERSTATE,,N,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,DRIVABLE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,BURCHRDI107S,1,NONE,2016-05-14 18:18:00,
BLOOMINGTON PD,B1635300,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,KINSER,PK,,,,KINSER,,,,,Y,,,,39.186544,-86.537888,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,KINSERPKST RD 4546 W,1,TRAFFIC CONTROL SIGNAL,2016-09-04 15:15:00,
INDIANA UNIV BLOOMINGTON PD,162111,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,EIGHTH,ST,,,,EIGHTH,DUNN,,,,Y,,,,38.169712,-86.984184,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,WRONG WAY ON ONE WAY,$1001 TO $2500,COLLISION WITH OBJECT IN RD,DUNNSTEIGHTHST,1,NONE,2016-09-11 10:21:00,
INDIANA UNIV BLOOMINGTON PD,162325,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,WOODLAWN,AVE,,,,WOODLAWN,ATWATER,,,,Y,,,,39.16312024,-86.52261994,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,$2501 TO $5000,LEFT TURN,ATWATERAVEWOODLAWNAVE,1,TRAFFIC CONTROL SIGNAL,2016-09-28 20:02:00,
INDIANA UNIV BLOOMINGTON PD,170085,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,2.0,0.0,0.0,,ST RD 45,BYP,,,,ST RD 45,10TH,,,,Y,,,,39.17680018,-86.47848017,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,10THSTST RD 45BYP,2,TRAFFIC CONTROL SIGNAL,2017-01-13 22:58:00,
BLOOMINGTON PD,B1705264,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,1122.0,W 11TH,ST,,,,W 11TH,,,,,Y,,,,39.173344,-86.54734825,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,REAR END,W11THST,1,NONE,2017-02-12 16:01:00,
